student_id,school_id,school_year,term,subject,scale_score,proficient_flag
2002518,1073,2025,spring,ela,260.85,0
2002519,1071,2025,spring,ela,282.17,1
2002520,1046,2025,spring,ela,208.7,0
2002521,1090,2025,spring,ela,302.64,1
2002522,1039,2025,spring,ela,208.29,0
2002523,1026,2025,spring,ela,251.91,0
2002524,1075,2025,spring,ela,334.08,1
2002525,1026,2025,spring,ela,275.78,0
2002526,1033,2025,spring,ela,276.71,0
2002527,1078,2025,spring,ela,293.04,0
2002528,1072,2025,spring,ela,272.09,0
2002529,1046,2025,spring,ela,250.49,0
2002530,1037,2025,spring,ela,279.14,0
2002531,1013,2025,spring,ela,246.57,0
2002532,1077,2025,spring,ela,273.14,0
2002533,1031,2025,spring,ela,339.7,1
2002534,1049,2025,spring,ela,280.87,1
2002535,1065,2025,spring,ela,291.48,1
2002536,1018,2025,spring,ela,279.74,0
2002537,1084,2025,spring,ela,268.98,1
2002538,1088,2025,spring,ela,253.74,0
2002539,1085,2025,spring,ela,256.65,0
2002540,1004,2025,spring,ela,277.16,0
2002541,1030,2025,spring,ela,274.34,1
2002542,1033,2025,spring,ela,313.77,1
2002543,1018,2025,spring,ela,266.44,0
2002544,1058,2025,spring,ela,238.95,0
2002545,1012,2025,spring,ela,303.38,0
2002546,1036,2025,spring,ela,287.58,1
2002547,1080,2025,spring,ela,244.92,0
2002548,1059,2025,spring,ela,247.33,0
2002549,1066,2025,spring,ela,256.4,0
2002550,1090,2025,spring,ela,275.19,0
2002551,1062,2025,spring,ela,300.77,1
2002552,1031,2025,spring,ela,310.51,1
2002553,1087,2025,spring,ela,285.58,1
2002554,1012,2025,spring,ela,288.75,0
2002555,1056,2025,spring,ela,286.59,0
2002556,1070,2025,spring,ela,244.73,0
2002557,1011,2025,spring,ela,217.71,0
2002558,1058,2025,spring,ela,235.71,0
2002559,1049,2025,spring,ela,249.47,0
2002560,1026,2025,spring,ela,271.04,0
2002561,1037,2025,spring,ela,312.48,1
2002562,1035,2025,spring,ela,239.49,0
2002563,1056,2025,spring,ela,310.0,1
2002564,1014,2025,spring,ela,315.37,1
2002565,1075,2025,spring,ela,297.08,0
2002566,1047,2025,spring,ela,300.93,0
2002567,1002,2025,spring,ela,236.84,0
2002568,1075,2025,spring,ela,309.27,1
2002569,1069,2025,spring,ela,296.16,0
2002570,1061,2025,spring,ela,243.61,0
2002571,1025,2025,spring,ela,261.31,0
2002572,1068,2025,spring,ela,262.13,0
2002573,1025,2025,spring,ela,258.47,0
2002574,1024,2025,spring,ela,336.48,1
2002575,1070,2025,spring,ela,285.04,1
2002576,1005,2025,spring,ela,300.19,0
2002577,1034,2025,spring,ela,260.82,0
2002578,1063,2025,spring,ela,276.85,0
2002579,1066,2025,spring,ela,278.2,0
2002580,1066,2025,spring,ela,283.74,1
2002581,1078,2025,spring,ela,282.63,0
2002582,1041,2025,spring,ela,225.09,0
2002583,1033,2025,spring,ela,334.06,1
2002584,1060,2025,spring,ela,249.46,0
2002585,1087,2025,spring,ela,291.84,1
2002586,1069,2025,spring,ela,306.74,0
2002587,1030,2025,spring,ela,242.11,0
2002588,1080,2025,spring,ela,287.45,1
2002589,1028,2025,spring,ela,266.06,0
2002590,1006,2025,spring,ela,215.13,0
2002591,1024,2025,spring,ela,272.21,0
2002592,1039,2025,spring,ela,251.71,0
2002593,1021,2025,spring,ela,271.43,1
2002594,1019,2025,spring,ela,274.57,1
2002595,1005,2025,spring,ela,287.06,0
2002596,1075,2025,spring,ela,323.95,1
2002597,1037,2025,spring,ela,337.31,1
2002598,1012,2025,spring,ela,315.96,1
2002599,1014,2025,spring,ela,314.18,1
2002600,1056,2025,spring,ela,283.05,0
2002601,1028,2025,spring,ela,334.82,1
2002602,1010,2025,spring,ela,247.76,0
2002603,1059,2025,spring,ela,303.98,1
2002604,1063,2025,spring,ela,279.69,1
2002605,1055,2025,spring,ela,239.58,0
2002606,1024,2025,spring,ela,294.65,0
2002607,1066,2025,spring,ela,274.47,0
2002608,1024,2025,spring,ela,282.17,0
2002609,1071,2025,spring,ela,284.71,0
2002610,1088,2025,spring,ela,239.08,0
2002611,1067,2025,spring,ela,308.97,1
2002612,1071,2025,spring,ela,245.86,0
2002613,1030,2025,spring,ela,274.96,1
2002614,1032,2025,spring,ela,283.63,0
2002615,1051,2025,spring,ela,272.39,0
2002616,1033,2025,spring,ela,282.88,0
2002617,1026,2025,spring,ela,263.71,0
2002618,1059,2025,spring,ela,283.52,1
2002619,1019,2025,spring,ela,255.01,1
2002620,1020,2025,spring,ela,276.5,1
2002621,1024,2025,spring,ela,288.85,0
2002622,1028,2025,spring,ela,288.23,0
2002623,1051,2025,spring,ela,329.87,1
2002624,1016,2025,spring,ela,313.32,1
2002625,1043,2025,spring,ela,252.18,0
2002626,1014,2025,spring,ela,307.7,1
2002627,1024,2025,spring,ela,306.22,1
2002628,1066,2025,spring,ela,256.57,0
2002629,1044,2025,spring,ela,261.51,0
2002630,1044,2025,spring,ela,252.31,0
2002631,1072,2025,spring,ela,328.71,1
2002632,1009,2025,spring,ela,223.15,0
2002633,1037,2025,spring,ela,285.42,0
2002634,1043,2025,spring,ela,224.44,0
2002635,1031,2025,spring,ela,265.51,0
2002636,1052,2025,spring,ela,265.05,1
2002637,1031,2025,spring,ela,285.91,0
2002638,1050,2025,spring,ela,227.94,0
2002639,1062,2025,spring,ela,264.99,0
2002640,1079,2025,spring,ela,270.78,0
2002641,1004,2025,spring,ela,265.1,0
2002642,1004,2025,spring,ela,268.68,0
2002643,1049,2025,spring,ela,276.79,1
2002644,1001,2025,spring,ela,279.72,1
2002645,1090,2025,spring,ela,277.1,0
2002646,1075,2025,spring,ela,333.75,1
2002647,1080,2025,spring,ela,276.98,1
2002648,1045,2025,spring,ela,243.74,0
2002649,1050,2025,spring,ela,232.74,0
2002650,1027,2025,spring,ela,240.03,0
2002651,1037,2025,spring,ela,318.62,1
2002652,1056,2025,spring,ela,318.17,1
2002653,1002,2025,spring,ela,274.67,1
2002654,1017,2025,spring,ela,284.85,0
2002655,1026,2025,spring,ela,263.03,0
2002656,1049,2025,spring,ela,290.09,1
2002657,1040,2025,spring,ela,304.32,0
2002658,1027,2025,spring,ela,241.36,0
2002659,1086,2025,spring,ela,300.58,1
2002660,1087,2025,spring,ela,285.09,0
2002661,1033,2025,spring,ela,312.02,1
2002662,1009,2025,spring,ela,252.86,0
2002663,1037,2025,spring,ela,306.98,0
2002664,1028,2025,spring,ela,326.8,1
2002665,1071,2025,spring,ela,271.15,0
2002666,1012,2025,spring,ela,355.25,1
2002667,1037,2025,spring,ela,262.72,0
2002668,1077,2025,spring,ela,243.22,0
2002669,1075,2025,spring,ela,333.72,1
2002670,1020,2025,spring,ela,229.15,0
2002671,1035,2025,spring,ela,292.25,1
2002672,1090,2025,spring,ela,295.04,0
2002673,1031,2025,spring,ela,281.03,0
2002674,1002,2025,spring,ela,235.82,0
2002675,1086,2025,spring,ela,330.75,1
2002676,1005,2025,spring,ela,321.59,1
2002677,1076,2025,spring,ela,238.65,0
2002678,1090,2025,spring,ela,300.04,0
2002679,1024,2025,spring,ela,305.57,0
2002680,1075,2025,spring,ela,282.36,0
2002681,1024,2025,spring,ela,285.63,0
2002682,1056,2025,spring,ela,323.93,1
2002683,1033,2025,spring,ela,346.76,1
2002684,1018,2025,spring,ela,294.24,1
2002685,1014,2025,spring,ela,327.51,1
2002686,1072,2025,spring,ela,365.08,1
2002687,1021,2025,spring,ela,262.57,1
2002688,1063,2025,spring,ela,246.06,0
2002689,1078,2025,spring,ela,309.75,0
2002690,1052,2025,spring,ela,292.81,1
2002691,1024,2025,spring,ela,292.5,0
2002692,1041,2025,spring,ela,259.11,0
2002693,1087,2025,spring,ela,306.51,1
2002694,1063,2025,spring,ela,306.65,1
2002695,1086,2025,spring,ela,317.67,1
2002696,1047,2025,spring,ela,254.43,0
2002697,1012,2025,spring,ela,315.65,1
2002698,1032,2025,spring,ela,270.46,0
2002699,1010,2025,spring,ela,237.77,0
2002700,1089,2025,spring,ela,243.37,0
2002701,1029,2025,spring,ela,286.73,0
2002702,1085,2025,spring,ela,254.78,0
2002703,1090,2025,spring,ela,284.2,0
2002704,1065,2025,spring,ela,266.02,0
2002705,1012,2025,spring,ela,325.32,1
2002706,1065,2025,spring,ela,265.86,0
2002707,1042,2025,spring,ela,263.51,0
2002708,1033,2025,spring,ela,314.05,1
2002709,1090,2025,spring,ela,290.25,0
2002710,1078,2025,spring,ela,328.24,1
2002711,1064,2025,spring,ela,267.24,0
2002712,1012,2025,spring,ela,350.17,1
2002713,1010,2025,spring,ela,265.01,0
2002714,1040,2025,spring,ela,278.48,0
2002715,1044,2025,spring,ela,254.46,0
2002716,1067,2025,spring,ela,289.53,0
2002717,1031,2025,spring,ela,330.21,1
2002718,1006,2025,spring,ela,290.43,1
2002719,1039,2025,spring,ela,286.5,1
2002720,1079,2025,spring,ela,270.88,0
2002721,1039,2025,spring,ela,253.43,0
2002722,1083,2025,spring,ela,225.17,0
2002723,1003,2025,spring,ela,229.08,0
2002724,1040,2025,spring,ela,278.78,0
2002725,1001,2025,spring,ela,256.73,0
2002726,1052,2025,spring,ela,276.13,1
2002727,1011,2025,spring,ela,217.22,0
2002728,1019,2025,spring,ela,284.84,1
2002729,1017,2025,spring,ela,309.79,1
2002730,1071,2025,spring,ela,293.94,1
2002731,1062,2025,spring,ela,241.14,0
2002732,1018,2025,spring,ela,251.14,0
2002733,1015,2025,spring,ela,284.07,0
2002734,1040,2025,spring,ela,278.01,0
2002735,1068,2025,spring,ela,252.31,0
2002736,1030,2025,spring,ela,237.93,0
2002737,1010,2025,spring,ela,244.55,0
2002738,1088,2025,spring,ela,270.7,1
2002739,1002,2025,spring,ela,234.15,0
2002740,1005,2025,spring,ela,297.16,0
2002741,1088,2025,spring,ela,262.36,1
2002742,1067,2025,spring,ela,331.75,1
2002743,1061,2025,spring,ela,229.61,0
2002744,1012,2025,spring,ela,330.71,1
2002745,1026,2025,spring,ela,219.19,0
2002746,1004,2025,spring,ela,285.41,0
2002747,1042,2025,spring,ela,279.46,0
2002748,1045,2025,spring,ela,269.76,1
2002749,1082,2025,spring,ela,216.34,0
2002750,1040,2025,spring,ela,314.73,1
2002751,1090,2025,spring,ela,298.49,0
2002752,1033,2025,spring,ela,262.36,0
2002753,1069,2025,spring,ela,248.65,0
2002754,1059,2025,spring,ela,277.86,0
2002755,1078,2025,spring,ela,282.19,0
2002756,1039,2025,spring,ela,227.27,0
2002757,1037,2025,spring,ela,295.6,1
2002758,1084,2025,spring,ela,285.23,1
2002759,1024,2025,spring,ela,309.74,1
2002760,1065,2025,spring,ela,297.61,1
2002761,1038,2025,spring,ela,283.83,1
2002762,1062,2025,spring,ela,274.19,0
2002763,1017,2025,spring,ela,288.47,1
2002764,1023,2025,spring,ela,226.91,0
2002765,1067,2025,spring,ela,309.41,1
2002766,1077,2025,spring,ela,231.43,0
2002767,1005,2025,spring,ela,304.4,0
2002768,1042,2025,spring,ela,296.87,1
2002769,1054,2025,spring,ela,262.43,1
2002770,1022,2025,spring,ela,257.95,0
2002771,1018,2025,spring,ela,270.91,0
2002772,1059,2025,spring,ela,252.97,0
2002773,1058,2025,spring,ela,289.29,1
2002774,1051,2025,spring,ela,255.63,0
2002775,1033,2025,spring,ela,265.07,0
2002776,1041,2025,spring,ela,241.1,0
2002777,1039,2025,spring,ela,257.37,0
2002778,1037,2025,spring,ela,284.72,0
2002779,1075,2025,spring,ela,339.18,1
2002780,1017,2025,spring,ela,293.13,1
2002781,1056,2025,spring,ela,300.04,0
2002782,1074,2025,spring,ela,255.79,0
2002783,1021,2025,spring,ela,272.83,1
2002784,1069,2025,spring,ela,298.91,0
2002785,1031,2025,spring,ela,319.86,1
2002786,1004,2025,spring,ela,263.2,0
2002787,1079,2025,spring,ela,228.96,0
2002788,1029,2025,spring,ela,252.77,0
2002789,1054,2025,spring,ela,245.4,0
2002790,1033,2025,spring,ela,298.67,0
2002791,1007,2025,spring,ela,258.26,0
2002792,1040,2025,spring,ela,270.9,0
2002793,1042,2025,spring,ela,277.19,0
2002794,1031,2025,spring,ela,296.68,0
2002795,1078,2025,spring,ela,359.94,1
2002796,1072,2025,spring,ela,290.28,0
2002797,1022,2025,spring,ela,258.39,0
2002798,1090,2025,spring,ela,284.52,0
2002799,1090,2025,spring,ela,280.78,0
2002800,1014,2025,spring,ela,308.0,1
2002801,1012,2025,spring,ela,312.65,1
2002802,1083,2025,spring,ela,272.57,1
2002803,1069,2025,spring,ela,280.69,0
2002804,1047,2025,spring,ela,289.93,0
2002805,1062,2025,spring,ela,253.39,0
2002806,1044,2025,spring,ela,263.79,0
2002807,1038,2025,spring,ela,281.32,0
2002808,1046,2025,spring,ela,235.67,0
2002809,1029,2025,spring,ela,295.18,1
2002810,1089,2025,spring,ela,258.48,0
2002811,1034,2025,spring,ela,240.83,0
2002812,1059,2025,spring,ela,289.69,1
2002813,1032,2025,spring,ela,283.14,0
2002814,1020,2025,spring,ela,246.71,0
2002815,1003,2025,spring,ela,268.11,0
2002816,1069,2025,spring,ela,287.11,0
2002817,1016,2025,spring,ela,288.13,1
2002818,1056,2025,spring,ela,291.11,0
2002819,1075,2025,spring,ela,294.92,0
2002820,1012,2025,spring,ela,289.18,0
2002821,1066,2025,spring,ela,265.88,0
2002822,1013,2025,spring,ela,273.09,1
2002823,1030,2025,spring,ela,227.67,0
2002824,1072,2025,spring,ela,303.09,1
2002825,1011,2025,spring,ela,230.14,0
2002826,1078,2025,spring,ela,324.28,1
2002827,1017,2025,spring,ela,323.98,1
2002828,1006,2025,spring,ela,252.33,0
2002829,1047,2025,spring,ela,274.46,0
2002830,1006,2025,spring,ela,245.12,0
2002831,1014,2025,spring,ela,300.97,0
2002832,1019,2025,spring,ela,278.41,1
2002833,1049,2025,spring,ela,309.73,1
2002834,1003,2025,spring,ela,252.58,0
2002835,1071,2025,spring,ela,299.42,1
2002836,1002,2025,spring,ela,230.12,0
2002837,1022,2025,spring,ela,225.87,0
2002838,1001,2025,spring,ela,298.0,1
2002839,1012,2025,spring,ela,335.37,1
2002840,1049,2025,spring,ela,286.99,1
2002841,1003,2025,spring,ela,278.27,1
2002842,1078,2025,spring,ela,317.48,1
2002843,1024,2025,spring,ela,298.55,0
2002844,1057,2025,spring,ela,302.17,1
2002845,1014,2025,spring,ela,303.27,0
2002846,1086,2025,spring,ela,257.24,0
2002847,1037,2025,spring,ela,296.1,0
2002848,1043,2025,spring,ela,276.65,1
2002849,1065,2025,spring,ela,286.53,0
2002850,1033,2025,spring,ela,312.14,1
2002851,1042,2025,spring,ela,249.7,0
2002852,1012,2025,spring,ela,317.23,1
2002853,1051,2025,spring,ela,282.25,1
2002854,1069,2025,spring,ela,278.62,0
2002855,1004,2025,spring,ela,272.4,0
2002856,1044,2025,spring,ela,230.87,0
2002857,1048,2025,spring,ela,247.63,0
2002858,1069,2025,spring,ela,300.83,0
2002859,1060,2025,spring,ela,293.39,0
2002860,1016,2025,spring,ela,293.32,1
2002861,1075,2025,spring,ela,266.77,0
2002862,1081,2025,spring,ela,311.69,1
2002863,1016,2025,spring,ela,289.94,1
2002864,1066,2025,spring,ela,294.02,1
2002865,1037,2025,spring,ela,291.28,0
2002866,1051,2025,spring,ela,278.22,0
2002867,1013,2025,spring,ela,279.25,1
2002868,1003,2025,spring,ela,271.45,0
2002869,1065,2025,spring,ela,247.54,0
2002870,1074,2025,spring,ela,261.72,0
2002871,1061,2025,spring,ela,261.32,0
2002872,1039,2025,spring,ela,209.02,0
2002873,1034,2025,spring,ela,287.19,0
2002874,1004,2025,spring,ela,276.48,1
2002875,1079,2025,spring,ela,300.3,1
2002876,1037,2025,spring,ela,325.22,1
2002877,1031,2025,spring,ela,296.05,1
2002878,1016,2025,spring,ela,282.36,1
2002879,1004,2025,spring,ela,256.13,0
2002880,1076,2025,spring,ela,234.3,0
2002881,1051,2025,spring,ela,304.55,1
2002882,1062,2025,spring,ela,282.88,1
2002883,1035,2025,spring,ela,286.59,1
2002884,1013,2025,spring,ela,270.22,1
2002885,1075,2025,spring,ela,274.58,0
2002886,1053,2025,spring,ela,266.73,1
2002887,1086,2025,spring,ela,318.73,1
2002888,1037,2025,spring,ela,324.88,1
2002889,1033,2025,spring,ela,279.34,0
2002890,1073,2025,spring,ela,245.12,0
2002891,1054,2025,spring,ela,272.35,1
2002892,1077,2025,spring,ela,278.95,0
2002893,1028,2025,spring,ela,296.63,1
2002894,1080,2025,spring,ela,283.37,1
2002895,1080,2025,spring,ela,262.65,0
2002896,1073,2025,spring,ela,248.52,0
2002897,1056,2025,spring,ela,306.99,0
2002898,1005,2025,spring,ela,331.79,1
2002899,1084,2025,spring,ela,276.57,1
2002900,1069,2025,spring,ela,316.26,1
2002901,1014,2025,spring,ela,311.08,1
2002902,1050,2025,spring,ela,237.51,0
2002903,1076,2025,spring,ela,266.89,1
2002904,1015,2025,spring,ela,289.14,1
2002905,1040,2025,spring,ela,275.54,0
2002906,1003,2025,spring,ela,275.15,1
2002907,1086,2025,spring,ela,348.46,1
2002908,1010,2025,spring,ela,253.85,0
2002909,1075,2025,spring,ela,320.82,1
2002910,1012,2025,spring,ela,261.18,0
2002911,1013,2025,spring,ela,268.52,1
2002912,1040,2025,spring,ela,301.7,1
2002913,1077,2025,spring,ela,256.05,0
2002914,1028,2025,spring,ela,328.93,1
2002915,1032,2025,spring,ela,317.48,1
2002916,1031,2025,spring,ela,297.8,1
2002917,1022,2025,spring,ela,250.21,0
2002918,1036,2025,spring,ela,287.43,1
2002919,1031,2025,spring,ela,289.32,0
2002920,1081,2025,spring,ela,300.02,1
2002921,1035,2025,spring,ela,300.13,1
2002922,1049,2025,spring,ela,272.54,0
2002923,1072,2025,spring,ela,312.1,0
2002924,1032,2025,spring,ela,293.95,0
2002925,1016,2025,spring,ela,264.45,0
2002926,1079,2025,spring,ela,296.6,1
2002927,1072,2025,spring,ela,305.39,1
2002928,1016,2025,spring,ela,275.5,0
2002929,1003,2025,spring,ela,268.35,0
2002930,1072,2025,spring,ela,319.09,1
2002931,1011,2025,spring,ela,239.82,0
2002932,1082,2025,spring,ela,235.27,0
2002933,1069,2025,spring,ela,307.85,1
2002934,1074,2025,spring,ela,261.11,0
2002935,1069,2025,spring,ela,307.52,1
2002936,1053,2025,spring,ela,239.35,0
2002937,1072,2025,spring,ela,306.81,0
2002938,1014,2025,spring,ela,323.1,1
2002939,1090,2025,spring,ela,317.03,1
2002940,1023,2025,spring,ela,247.58,0
2002941,1065,2025,spring,ela,300.85,1
2002942,1035,2025,spring,ela,210.76,0
2002943,1011,2025,spring,ela,264.44,0
2002944,1079,2025,spring,ela,259.77,0
2002945,1088,2025,spring,ela,231.43,0
2002946,1012,2025,spring,ela,294.38,1
2002947,1082,2025,spring,ela,232.73,0
2002948,1010,2025,spring,ela,238.99,0
2002949,1014,2025,spring,ela,303.38,1
2002950,1031,2025,spring,ela,334.83,1
2002951,1012,2025,spring,ela,299.63,0
2002952,1008,2025,spring,ela,255.75,0
2002953,1060,2025,spring,ela,314.24,1
2002954,1086,2025,spring,ela,304.52,1
2002955,1078,2025,spring,ela,288.04,0
2002956,1073,2025,spring,ela,253.43,0
2002957,1029,2025,spring,ela,297.5,1
2002958,1024,2025,spring,ela,280.83,0
2002959,1018,2025,spring,ela,287.27,0
2002960,1036,2025,spring,ela,241.22,0
2002961,1083,2025,spring,ela,258.71,1
2002962,1047,2025,spring,ela,291.07,0
2002963,1073,2025,spring,ela,212.11,0
2002964,1075,2025,spring,ela,292.07,0
2002965,1072,2025,spring,ela,320.55,1
2002966,1085,2025,spring,ela,282.06,1
2002967,1064,2025,spring,ela,217.71,0
2002968,1081,2025,spring,ela,243.64,0
2002969,1001,2025,spring,ela,243.36,0
2002970,1038,2025,spring,ela,267.97,0
2002971,1038,2025,spring,ela,266.53,0
2002972,1042,2025,spring,ela,323.35,1
2002973,1086,2025,spring,ela,305.89,1
2002974,1087,2025,spring,ela,260.69,0
2002975,1064,2025,spring,ela,254.91,0
2002976,1069,2025,spring,ela,284.06,0
2002977,1040,2025,spring,ela,311.08,1
2002978,1018,2025,spring,ela,316.81,1
2002979,1055,2025,spring,ela,261.65,1
2002980,1041,2025,spring,ela,275.19,0
2002981,1071,2025,spring,ela,285.5,1
2002982,1080,2025,spring,ela,273.68,0
2002983,1054,2025,spring,ela,239.17,0
2002984,1087,2025,spring,ela,277.54,0
2002985,1039,2025,spring,ela,210.09,0
2002986,1080,2025,spring,ela,280.42,0
2002987,1090,2025,spring,ela,270.14,0
2002988,1053,2025,spring,ela,282.15,1
2002989,1073,2025,spring,ela,229.61,0
2002990,1013,2025,spring,ela,285.36,1
2002991,1012,2025,spring,ela,323.46,1
2002992,1053,2025,spring,ela,272.31,1
2002993,1060,2025,spring,ela,291.58,0
2002994,1036,2025,spring,ela,271.45,1
2002995,1022,2025,spring,ela,247.4,0
2002996,1047,2025,spring,ela,294.46,0
2002997,1035,2025,spring,ela,272.64,1
2002998,1009,2025,spring,ela,252.58,0
2002999,1059,2025,spring,ela,279.52,0
2003000,1025,2025,spring,ela,291.11,1
2003001,1005,2025,spring,ela,310.69,1
2003002,1016,2025,spring,ela,273.8,0
2003003,1060,2025,spring,ela,321.72,1
2003004,1065,2025,spring,ela,260.33,0
2003005,1013,2025,spring,ela,284.58,1
2003006,1006,2025,spring,ela,253.7,0
2003007,1037,2025,spring,ela,295.74,0
2003008,1041,2025,spring,ela,246.86,0
2003009,1047,2025,spring,ela,294.92,0
2003010,1004,2025,spring,ela,288.81,1
2003011,1012,2025,spring,ela,290.77,0
2003012,1075,2025,spring,ela,309.8,1
2003013,1078,2025,spring,ela,282.43,0
2003014,1072,2025,spring,ela,301.72,0
2003015,1004,2025,spring,ela,266.72,0
2003016,1033,2025,spring,ela,285.66,0
2003017,1090,2025,spring,ela,310.73,1
2003018,1007,2025,spring,ela,227.73,0
2003019,1060,2025,spring,ela,303.46,1
2003020,1041,2025,spring,ela,238.11,0
2003021,1069,2025,spring,ela,290.98,0
2003022,1003,2025,spring,ela,275.84,0
2003023,1042,2025,spring,ela,271.45,0
2003024,1039,2025,spring,ela,233.41,0
2003025,1031,2025,spring,ela,297.41,1
2003026,1033,2025,spring,ela,344.47,1
2003027,1071,2025,spring,ela,311.43,1
2003028,1023,2025,spring,ela,236.76,0
2003029,1032,2025,spring,ela,331.08,1
2003030,1006,2025,spring,ela,249.55,0
2003031,1069,2025,spring,ela,279.67,0
2003032,1037,2025,spring,ela,297.39,1
2003033,1014,2025,spring,ela,366.53,1
2003034,1038,2025,spring,ela,300.27,1
2003035,1085,2025,spring,ela,255.88,0
2003036,1013,2025,spring,ela,252.95,0
2003037,1081,2025,spring,ela,299.43,1
2003038,1040,2025,spring,ela,354.86,1
2003039,1012,2025,spring,ela,357.35,1
2003040,1051,2025,spring,ela,288.02,1
2003041,1028,2025,spring,ela,294.52,0
2003042,1065,2025,spring,ela,279.47,0
2003043,1059,2025,spring,ela,268.53,0
2003044,1064,2025,spring,ela,227.77,0
2003045,1033,2025,spring,ela,301.95,0
2003046,1060,2025,spring,ela,276.07,0
2003047,1067,2025,spring,ela,283.45,0
2003048,1081,2025,spring,ela,276.13,1
2003049,1017,2025,spring,ela,289.06,1
2003050,1017,2025,spring,ela,283.1,1
2003051,1028,2025,spring,ela,293.06,0
2003052,1078,2025,spring,ela,303.71,0
2003053,1071,2025,spring,ela,276.29,0
2003054,1033,2025,spring,ela,299.26,0
2003055,1022,2025,spring,ela,278.53,1
2003056,1075,2025,spring,ela,329.15,1
2003057,1040,2025,spring,ela,284.24,0
2003058,1090,2025,spring,ela,286.14,0
2003059,1032,2025,spring,ela,350.58,1
2003060,1008,2025,spring,ela,261.76,0
2003061,1019,2025,spring,ela,256.95,0
2003062,1039,2025,spring,ela,264.43,1
2003063,1072,2025,spring,ela,310.33,1
2003064,1059,2025,spring,ela,280.6,0
2003065,1064,2025,spring,ela,261.33,0
2003066,1048,2025,spring,ela,243.45,0
2003067,1073,2025,spring,ela,257.25,0
2003068,1024,2025,spring,ela,301.95,0
2003069,1021,2025,spring,ela,277.67,1
2003070,1027,2025,spring,ela,236.71,0
2003071,1020,2025,spring,ela,227.07,0
2003072,1079,2025,spring,ela,243.58,0
2003073,1054,2025,spring,ela,243.92,0
2003074,1046,2025,spring,ela,230.64,0
2003075,1065,2025,spring,ela,288.21,1
2003076,1030,2025,spring,ela,238.3,0
2003077,1072,2025,spring,ela,337.51,1
2003078,1015,2025,spring,ela,278.7,0
2003079,1063,2025,spring,ela,245.59,0
2003080,1039,2025,spring,ela,235.42,0
2003081,1011,2025,spring,ela,265.01,1
2003082,1014,2025,spring,ela,317.0,1
2003083,1041,2025,spring,ela,238.95,0
2003084,1090,2025,spring,ela,303.6,1
2003085,1002,2025,spring,ela,267.73,1
2003086,1042,2025,spring,ela,297.94,1
2003087,1057,2025,spring,ela,282.92,1
2003088,1078,2025,spring,ela,313.26,1
2003089,1004,2025,spring,ela,270.02,0
2003090,1075,2025,spring,ela,314.46,1
2003091,1024,2025,spring,ela,344.09,1
2003092,1065,2025,spring,ela,251.63,0
2003093,1068,2025,spring,ela,262.32,0
2003094,1060,2025,spring,ela,328.07,1
2003095,1075,2025,spring,ela,364.1,1
2003096,1012,2025,spring,ela,331.16,1
2003097,1055,2025,spring,ela,255.34,0
2003098,1086,2025,spring,ela,276.88,0
2003099,1008,2025,spring,ela,237.06,0
2003100,1065,2025,spring,ela,255.58,0
2003101,1001,2025,spring,ela,302.5,1
2003102,1040,2025,spring,ela,290.88,0
2003103,1056,2025,spring,ela,268.97,0
2003104,1012,2025,spring,ela,356.74,1
2003105,1014,2025,spring,ela,320.58,1
2003106,1029,2025,spring,ela,288.39,1
2003107,1060,2025,spring,ela,309.57,1
2003108,1055,2025,spring,ela,225.06,0
2003109,1082,2025,spring,ela,270.37,1
2003110,1014,2025,spring,ela,313.43,1
2003111,1009,2025,spring,ela,241.73,0
2003112,1075,2025,spring,ela,273.8,0
2003113,1056,2025,spring,ela,303.58,0
2003114,1008,2025,spring,ela,250.03,0
2003115,1086,2025,spring,ela,297.29,1
2003116,1079,2025,spring,ela,312.77,1
2003117,1056,2025,spring,ela,255.71,0
2003118,1018,2025,spring,ela,260.63,0
2003119,1023,2025,spring,ela,264.23,1
2003120,1090,2025,spring,ela,325.04,1
2003121,1048,2025,spring,ela,239.66,0
2003122,1079,2025,spring,ela,283.86,1
2003123,1070,2025,spring,ela,302.31,1
2003124,1035,2025,spring,ela,276.0,1
2003125,1033,2025,spring,ela,293.0,0
2003126,1020,2025,spring,ela,219.47,0
2003127,1006,2025,spring,ela,271.32,1
2003128,1077,2025,spring,ela,254.94,0
2003129,1071,2025,spring,ela,283.81,1
2003130,1060,2025,spring,ela,309.08,0
2003131,1023,2025,spring,ela,271.91,1
2003132,1011,2025,spring,ela,250.58,0
2003133,1056,2025,spring,ela,279.13,0
2003134,1038,2025,spring,ela,287.64,1
2003135,1077,2025,spring,ela,243.08,0
2003136,1069,2025,spring,ela,296.38,0
2003137,1064,2025,spring,ela,226.59,0
2003138,1030,2025,spring,ela,267.19,1
2003139,1032,2025,spring,ela,330.65,1
2003140,1046,2025,spring,ela,231.69,0
2003141,1003,2025,spring,ela,238.18,0
2003142,1032,2025,spring,ela,302.66,0
2003143,1056,2025,spring,ela,303.49,1
2003144,1011,2025,spring,ela,204.68,0
2003145,1024,2025,spring,ela,299.87,0
2003146,1005,2025,spring,ela,333.76,1
2003147,1085,2025,spring,ela,245.01,0
2003148,1078,2025,spring,ela,332.29,1
2003149,1081,2025,spring,ela,270.95,1
2003150,1085,2025,spring,ela,239.25,0
2003151,1040,2025,spring,ela,256.58,0
2003152,1087,2025,spring,ela,292.0,1
