student_id,birth_year,grade_level,gender,race_ethnicity,frpl_flag,ell_flag,iep_flag
2002776,2012,6,M,Asian,1,0,1
2002777,2015,4,F,Black,1,0,0
2002778,2007,9,M,White,0,0,0
2002779,2009,10,M,White,0,1,0
2002780,2009,7,F,Black,1,0,1
2002781,2008,10,M,White,1,0,0
2002782,2007,4,M,Black,0,1,0
2002783,2012,4,F,Multi,0,0,0
2002784,2009,10,M,Black,0,0,0
2002785,2008,10,F,Black,0,0,0
2002786,2010,8,F,White,0,0,0
2002787,2014,7,F,White,0,0,0
2002788,2014,7,F,Hispanic,0,0,1
2002789,2007,5,M,White,1,1,0
2002790,2007,10,M,Black,0,0,0
2002791,2014,6,M,White,0,0,1
2002792,2008,10,M,White,1,0,0
2002793,2015,7,F,Black,0,0,1
2002794,2011,11,F,Multi,0,0,0
2002795,2015,11,F,White,0,0,0
2002796,2011,11,M,White,0,0,0
2002797,2009,5,F,Hispanic,1,1,1
2002798,2013,9,M,White,0,0,0
2002799,2009,10,F,Black,0,1,0
2002800,2010,10,F,White,0,0,0
2002801,2008,11,F,Black,0,1,0
2002802,2015,4,F,Hispanic,0,0,0
2002803,2014,9,F,White,0,1,0
2002804,2009,9,F,Black,0,0,0
2002805,2013,6,M,Black,1,0,0
2002806,2008,5,F,Other,1,0,0
2002807,2011,8,M,White,1,0,0
2002808,2011,5,F,White,1,0,0
2002809,2014,8,M,Multi,1,0,0
2002810,2010,4,M,Black,1,0,0
2002811,2014,6,F,Black,1,0,0
2002812,2007,6,M,Hispanic,1,0,1
2002813,2008,10,F,White,0,0,0
2002814,2008,3,M,Asian,0,0,0
2002815,2012,6,M,White,1,0,0
2002816,2009,9,M,Hispanic,0,0,0
2002817,2010,7,X,White,1,0,0
2002818,2007,10,M,Hispanic,0,1,0
2002819,2013,11,F,Asian,1,0,0
2002820,2014,10,M,Black,1,0,0
2002821,2013,6,M,White,0,0,0
2002822,2015,4,X,Asian,0,0,0
2002823,2011,3,M,Hispanic,0,1,1
2002824,2010,9,F,Multi,1,0,0
2002825,2007,4,F,White,1,0,0
2002826,2009,11,F,White,1,0,0
2002827,2012,8,F,Hispanic,0,0,0
2002828,2011,3,M,White,0,0,0
2002829,2007,10,M,White,1,0,0
2002830,2008,4,F,White,0,0,0
2002831,2013,12,M,White,1,1,0
2002832,2009,5,F,White,1,0,0
2002833,2013,8,M,Hispanic,0,1,0
2002834,2008,7,M,White,1,0,0
2002835,2011,6,F,White,0,0,0
2002836,2012,4,X,Black,1,0,0
2002837,2013,3,F,Asian,1,1,0
2002838,2013,8,F,Other,1,0,0
2002839,2015,12,F,White,1,0,0
2002840,2010,6,X,White,0,0,0
2002841,2011,6,M,White,0,0,0
2002842,2012,9,F,White,0,0,0
2002843,2015,12,F,Hispanic,1,0,1
2002844,2011,8,F,White,0,0,0
2002845,2014,12,M,White,0,0,1
2002846,2014,9,M,Black,0,0,1
2002847,2008,10,M,Black,0,0,1
2002848,2013,5,F,Black,0,0,0
2002849,2008,8,F,Black,0,0,0
2002850,2009,10,F,White,0,0,0
2002851,2007,6,M,Hispanic,0,0,0
2002852,2011,10,M,White,0,0,0
2002853,2007,6,F,White,1,1,0
2002854,2008,10,F,White,1,0,0
2002855,2014,7,M,Black,0,0,0
2002856,2013,3,F,White,1,1,0
2002857,2011,3,F,White,1,0,0
2002858,2009,12,M,White,1,0,0
2002859,2009,9,F,Black,0,0,0
2002860,2015,8,M,Black,1,0,0
2002861,2007,10,M,White,1,0,0
2002862,2008,5,F,White,0,0,0
2002863,2013,6,M,Black,0,0,1
2002864,2010,7,M,White,1,0,0
2002865,2011,9,M,Hispanic,1,0,0
2002866,2013,8,F,Hispanic,0,0,0
2002867,2011,5,F,White,0,0,0
2002868,2015,8,F,Black,1,0,0
2002869,2008,6,M,White,1,0,0
2002870,2009,5,F,White,0,0,1
2002871,2008,4,F,Hispanic,0,0,1
2002872,2014,5,F,Hispanic,1,0,0
2002873,2014,8,F,White,1,0,0
2002874,2014,6,M,White,1,0,0
2002875,2014,7,F,Black,1,0,0
2002876,2007,10,M,White,0,0,0
2002877,2009,9,F,Black,0,0,0
2002878,2011,7,M,White,0,0,0
2002879,2014,8,M,White,1,0,0
2002880,2015,3,M,Hispanic,1,0,0
2002881,2012,7,M,White,0,0,0
2002882,2013,7,M,Black,0,0,0
2002883,2014,5,F,White,0,1,0
2002884,2013,5,F,White,0,1,0
2002885,2011,10,M,Hispanic,1,0,0
2002886,2007,3,F,White,1,0,0
2002887,2008,12,M,Hispanic,0,0,0
2002888,2009,12,M,White,0,0,0
2002889,2015,9,F,Asian,1,0,0
2002890,2008,5,F,Black,1,0,0
2002891,2012,5,M,White,1,1,0
2002892,2013,8,M,Black,0,0,1
2002893,2013,9,M,Hispanic,1,0,0
2002894,2011,6,M,Other,0,0,0
2002895,2010,7,M,Hispanic,0,0,0
2002896,2012,3,F,White,0,0,0
2002897,2008,11,M,Hispanic,1,0,0
2002898,2013,12,F,Black,0,0,0
2002899,2011,5,F,White,0,0,0
2002900,2007,12,F,White,1,0,0
2002901,2008,11,F,White,1,0,1
2002902,2011,4,F,White,1,0,0
2002903,2012,4,F,White,0,0,0
2002904,2007,7,M,White,0,0,0
2002905,2007,9,F,Asian,0,0,0
2002906,2011,6,M,Hispanic,0,0,0
2002907,2008,10,F,White,0,0,1
2002908,2010,4,F,Hispanic,1,0,0
2002909,2009,12,M,Asian,0,1,0
2002910,2010,9,M,White,1,0,0
2002911,2014,5,M,White,0,0,0
2002912,2012,10,M,Hispanic,0,0,0
2002913,2008,7,M,White,0,0,0
2002914,2012,10,F,White,0,0,0
2002915,2008,10,F,Black,0,0,0
2002916,2014,9,F,Hispanic,0,0,0
2002917,2012,4,F,Black,0,0,0
2002918,2013,3,M,Black,0,0,0
2002919,2009,9,F,White,0,1,0
2002920,2008,5,F,Hispanic,1,0,0
2002921,2007,3,F,Hispanic,0,0,0
2002922,2010,8,F,Hispanic,0,1,1
2002923,2010,12,M,White,1,0,1
2002924,2009,10,F,White,0,1,0
2002925,2015,6,F,White,0,1,0
2002926,2014,6,M,Black,0,0,0
2002927,2011,9,M,White,0,0,0
2002928,2010,7,M,Black,0,0,1
2002929,2009,8,M,Hispanic,0,0,0
2002930,2015,11,M,White,0,0,1
2002931,2013,3,M,Black,0,1,0
2002932,2008,3,F,White,1,0,1
2002933,2010,11,M,Black,1,0,0
2002934,2010,5,F,Hispanic,0,0,0
2002935,2013,11,F,White,1,0,0
2002936,2011,5,F,Hispanic,0,0,0
2002937,2009,11,M,White,0,0,1
2002938,2015,12,M,Black,1,0,0
2002939,2009,12,M,White,0,0,0
2002940,2012,5,M,Black,0,0,0
2002941,2014,8,F,Black,0,0,0
2002942,2011,3,M,White,1,0,0
2002943,2009,5,M,Black,0,1,0
2002944,2014,7,M,White,0,0,0
2002945,2010,3,F,White,1,1,0
2002946,2011,9,F,Hispanic,1,0,1
2002947,2007,4,M,Other,1,0,0
2002948,2013,4,M,Black,1,0,0
2002949,2012,9,M,White,1,0,0
2002950,2012,11,M,White,0,0,0
2002951,2007,12,M,Asian,1,0,0
2002952,2008,4,M,White,1,0,0
2002953,2007,10,M,Black,1,0,1
2002954,2008,10,M,Asian,0,0,0
2002955,2009,11,M,Black,0,0,0
2002956,2012,4,F,Hispanic,1,0,1
2002957,2010,7,F,White,0,0,1
2002958,2015,11,M,Asian,0,0,0
2002959,2014,8,M,Black,0,0,0
2002960,2008,5,M,Multi,0,0,0
2002961,2009,3,M,Black,1,0,0
2002962,2008,10,M,White,1,0,0
2002963,2011,3,M,Hispanic,0,0,1
2002964,2009,11,M,White,1,0,1
2002965,2011,9,F,Multi,0,0,1
2002966,2010,5,M,Black,1,0,0
2002967,2009,5,F,Black,1,0,0
2002968,2008,3,F,Black,1,0,0
2002969,2014,6,F,Black,1,0,0
2002970,2013,8,M,Black,0,0,1
2002971,2011,6,M,White,0,0,0
2002972,2008,7,F,White,0,0,0
2002973,2007,9,M,White,0,0,1
2002974,2014,7,M,Hispanic,1,0,0
2002975,2012,5,M,White,1,0,0
2002976,2008,10,M,White,0,0,0
2002977,2013,10,F,White,0,0,0
2002978,2015,7,M,White,0,0,0
2002979,2010,4,M,White,1,0,0
2002980,2013,7,M,White,1,0,0
2002981,2011,6,F,Asian,0,0,0
2002982,2013,7,M,Black,0,0,0
2002983,2009,4,F,Black,0,0,0
2002984,2009,7,F,Hispanic,0,0,0
2002985,2007,3,M,White,0,0,0
2002986,2012,7,F,Asian,0,0,0
2002987,2009,9,F,White,1,0,0
2002988,2009,4,F,White,0,0,0
2002989,2013,4,F,White,1,0,0
2002990,2008,5,M,White,0,0,0
2002991,2011,12,M,White,1,0,0
2002992,2007,5,F,White,0,0,0
2002993,2009,12,M,Black,0,0,0
2002994,2008,5,F,Hispanic,0,0,0
2002995,2008,3,M,White,1,0,0
2002996,2014,10,M,Black,0,0,1
2002997,2014,4,F,Black,0,0,0
2002998,2007,4,M,White,0,1,0
2002999,2009,8,F,Black,0,0,0
2003000,2012,5,F,Black,0,0,0
2003001,2015,9,M,Black,1,0,0
2003002,2014,8,F,White,0,0,0
2003003,2012,10,M,White,0,0,1
2003004,2015,6,M,Black,1,0,0
2003005,2007,5,F,White,0,0,0
2003006,2012,5,M,Hispanic,0,0,0
2003007,2010,10,F,Other,0,1,0
2003008,2010,6,M,White,0,0,1
2003009,2007,11,M,White,0,0,0
2003010,2012,8,F,Hispanic,1,0,0
2003011,2012,10,F,White,0,0,0
2003012,2013,9,F,White,0,0,0
2003013,2012,9,F,White,0,1,0
2003014,2015,12,F,Black,1,0,0
2003015,2007,7,F,Hispanic,1,0,0
2003016,2013,11,M,White,0,0,1
2003017,2007,11,F,White,0,1,0
2003018,2009,7,F,White,1,0,1
2003019,2009,9,M,Asian,0,0,0
2003020,2013,7,M,Hispanic,0,0,1
2003021,2015,9,M,Black,1,0,1
2003022,2015,7,M,White,0,0,0
2003023,2008,7,F,Hispanic,1,0,0
2003024,2009,5,F,Black,0,1,0
2003025,2013,9,M,Black,0,0,0
2003026,2008,12,M,Asian,1,0,0
2003027,2009,6,F,White,0,0,0
2003028,2007,3,M,Black,0,0,1
2003029,2007,10,M,White,1,0,0
2003030,2014,5,X,Black,0,1,0
2003031,2010,9,F,White,0,0,1
2003032,2010,9,F,White,1,0,0
2003033,2009,12,M,Hispanic,0,0,0
2003034,2011,8,F,White,1,0,0
2003035,2007,4,F,White,0,0,0
2003036,2011,5,F,White,0,1,0
2003037,2011,5,F,Hispanic,0,0,0
2003038,2009,12,M,White,0,1,0
2003039,2008,11,F,White,0,0,0
2003040,2010,7,F,Black,1,0,0
2003041,2015,11,F,White,0,0,1
2003042,2009,8,F,White,0,1,1
2003043,2007,6,M,Hispanic,1,0,0
2003044,2015,3,M,White,0,0,0
2003045,2009,12,F,White,0,0,0
2003046,2012,11,M,Black,1,0,1
2003047,2011,10,M,White,1,0,0
2003048,2014,4,F,Hispanic,1,0,0
2003049,2012,8,M,White,0,0,0
2003050,2015,6,M,Black,1,0,0
2003051,2008,9,F,White,0,0,0
2003052,2009,11,M,White,1,0,0
2003053,2015,8,M,White,1,0,0
2003054,2015,12,F,White,0,0,0
2003055,2013,4,M,Black,0,0,0
2003056,2011,12,F,White,1,0,0
2003057,2012,11,F,Black,1,0,0
2003058,2009,11,F,Asian,1,0,0
2003059,2008,12,F,Hispanic,0,0,0
2003060,2012,5,M,White,1,0,0
2003061,2014,4,M,Black,1,0,0
2003062,2007,3,F,Black,1,0,1
2003063,2015,10,M,White,0,0,0
2003064,2012,7,F,Black,1,1,0
2003065,2009,5,M,Hispanic,0,0,0
2003066,2012,3,M,White,1,0,0
2003067,2009,5,F,White,1,0,1
2003068,2013,12,M,White,1,0,0
2003069,2008,3,M,White,0,0,0
2003070,2012,3,M,White,1,0,0
2003071,2008,5,F,White,1,0,1
2003072,2011,6,M,White,0,0,1
2003073,2012,4,M,White,0,0,0
2003074,2007,5,M,Hispanic,1,0,0
2003075,2012,8,M,Hispanic,1,0,0
2003076,2015,3,M,Black,1,1,0
2003077,2012,12,M,White,1,0,0
2003078,2007,7,F,White,0,0,0
2003079,2010,6,F,Hispanic,1,0,1
2003080,2010,3,F,White,0,0,0
2003081,2008,4,F,White,1,0,0
2003082,2009,11,M,White,0,0,1
2003083,2007,6,F,White,1,0,0
2003084,2011,9,F,Black,0,0,0
2003085,2012,4,F,White,0,0,0
2003086,2009,6,M,White,1,0,0
2003087,2010,6,F,White,1,0,0
2003088,2015,11,M,Asian,0,1,0
2003089,2011,6,M,Hispanic,0,0,0
2003090,2009,10,M,Other,1,0,0
2003091,2010,12,M,White,1,0,0
2003092,2011,6,M,Hispanic,1,0,0
2003093,2008,5,X,White,1,0,0
2003094,2009,11,M,Hispanic,0,0,0
2003095,2015,12,F,White,0,0,0
2003096,2011,12,F,White,1,0,0
2003097,2013,4,F,White,0,0,0
2003098,2008,9,M,Black,0,0,0
2003099,2008,4,F,White,1,1,1
2003100,2008,6,F,Black,1,0,0
2003101,2015,7,M,White,0,0,0
2003102,2012,12,F,White,1,0,0
2003103,2014,10,M,White,0,0,0
2003104,2013,12,M,White,1,0,0
2003105,2009,11,F,White,1,0,0
2003106,2012,6,M,Hispanic,1,0,0
2003107,2009,11,M,Asian,1,0,0
2003108,2013,3,M,White,1,1,0
2003109,2010,5,F,Black,0,0,0
2003110,2010,11,M,Black,0,0,0
2003111,2009,3,M,White,0,0,0
2003112,2012,9,F,White,1,0,0
2003113,2008,11,F,White,1,1,0
2003114,2012,5,F,White,1,0,0
2003115,2013,9,M,White,1,0,0
2003116,2011,8,M,Hispanic,0,0,0
2003117,2015,10,M,White,0,1,0
2003118,2010,6,M,White,1,0,0
2003119,2007,4,M,White,1,0,0
2003120,2010,12,M,Black,0,0,0
2003121,2013,4,M,Black,1,0,1
2003122,2007,6,M,White,0,0,0
2003123,2009,3,M,Black,0,0,0
2003124,2014,4,M,White,0,0,0
2003125,2013,9,M,Multi,1,0,0
2003126,2009,3,F,White,0,1,0
2003127,2010,5,F,Multi,1,0,0
2003128,2013,6,M,White,1,0,1
2003129,2010,6,F,White,0,0,0
2003130,2014,12,F,Multi,0,0,1
2003131,2014,4,M,Multi,0,1,0
2003132,2013,5,M,White,0,0,1
2003133,2010,10,M,Black,1,0,0
2003134,2012,7,M,Hispanic,0,0,0
2003135,2007,7,F,Hispanic,1,1,0
2003136,2010,12,F,Black,0,1,0
2003137,2015,5,F,Black,0,0,0
2003138,2013,3,M,Hispanic,1,1,0
2003139,2015,11,X,White,1,1,0
2003140,2012,5,F,Asian,1,0,0
2003141,2010,6,M,White,1,1,0
2003142,2012,11,M,Black,0,0,0
2003143,2008,9,F,Asian,0,0,0
2003144,2007,3,F,White,0,0,0
2003145,2015,11,F,Hispanic,1,0,0
2003146,2008,12,M,White,1,1,0
2003147,2009,3,F,Black,0,0,0
2003148,2014,11,M,Black,0,0,0
2003149,2015,4,F,Black,1,0,0
2003150,2015,4,F,White,0,0,0
2003151,2012,10,M,White,0,0,0
2003152,2007,8,F,Asian,0,0,0
2003153,2007,7,F,White,0,0,0
2003154,2015,8,M,White,1,0,0
2003155,2010,5,F,Black,0,1,0
2003156,2007,9,F,Black,0,1,1
2003157,2011,6,M,White,0,0,0
2003158,2013,6,M,White,1,0,0
2003159,2013,8,F,White,0,0,0
2003160,2011,6,M,Multi,0,0,1
2003161,2012,3,M,White,1,1,0
2003162,2012,5,M,Black,1,0,0
2003163,2007,12,F,Black,1,0,0
2003164,2013,5,F,White,1,0,0
2003165,2010,6,F,Black,0,0,0
2003166,2013,4,F,White,0,0,1
2003167,2009,3,F,White,0,0,1
2003168,2010,12,M,Asian,0,0,0
2003169,2007,8,X,Hispanic,0,1,0
2003170,2014,11,M,Black,0,0,0
2003171,2015,11,M,Multi,0,0,0
2003172,2012,6,M,Black,0,0,0
2003173,2012,7,F,White,0,1,0
2003174,2009,9,F,Black,0,0,0
2003175,2007,10,F,White,0,0,0
2003176,2015,7,F,Black,0,0,0
2003177,2010,3,M,Black,0,0,0
2003178,2011,5,M,Multi,0,0,0
2003179,2012,6,F,White,0,0,0
2003180,2011,6,F,Hispanic,1,0,0
2003181,2010,8,M,Black,0,0,0
2003182,2011,12,M,Black,0,0,0
2003183,2013,4,M,White,1,0,0
2003184,2013,6,M,Multi,1,0,0
2003185,2008,5,F,Hispanic,0,0,0
2003186,2008,8,F,White,1,0,0
2003187,2015,11,F,White,0,0,0
2003188,2007,12,M,White,0,0,0
2003189,2008,8,F,White,0,0,0
2003190,2012,5,F,Asian,0,0,0
2003191,2013,5,M,Hispanic,1,0,0
2003192,2011,11,F,White,0,0,0
2003193,2014,3,M,White,0,1,0
2003194,2008,4,F,White,1,0,0
2003195,2015,3,X,White,0,0,0
2003196,2012,10,F,Black,0,0,0
2003197,2011,11,F,White,0,0,0
2003198,2015,11,M,Hispanic,1,0,0
2003199,2014,5,F,White,0,0,0
2003200,2010,11,M,White,0,0,0
2003201,2013,3,F,White,1,1,1
2003202,2009,12,F,White,1,0,0
2003203,2015,8,F,Black,1,1,0
2003204,2015,10,F,Hispanic,1,0,0
2003205,2012,3,M,Hispanic,1,1,0
2003206,2008,12,F,Hispanic,0,0,0
2003207,2009,6,F,White,0,0,0
2003208,2007,5,F,Black,0,0,0
2003209,2007,11,F,White,0,0,0
2003210,2012,8,F,White,1,0,0
2003211,2014,4,M,White,1,0,0
2003212,2013,5,M,White,1,0,0
2003213,2014,6,F,Hispanic,0,0,0
2003214,2010,3,F,Hispanic,0,0,0
2003215,2010,8,M,White,0,0,0
2003216,2013,7,F,White,0,0,0
2003217,2008,9,F,Hispanic,0,0,0
2003218,2011,10,F,Black,1,0,0
2003219,2015,4,F,White,1,1,0
2003220,2009,10,F,Other,0,0,1
2003221,2009,11,M,White,1,0,1
2003222,2008,3,M,White,0,0,1
2003223,2013,10,F,White,0,0,1
2003224,2012,12,F,Hispanic,0,0,0
2003225,2008,6,F,Asian,0,0,0
2003226,2012,5,F,Other,1,1,0
2003227,2015,8,F,Black,1,0,0
2003228,2012,5,M,White,0,1,0
2003229,2014,5,F,Hispanic,1,0,0
2003230,2013,11,F,Hispanic,0,0,0
2003231,2009,9,M,Hispanic,0,0,0
2003232,2015,11,F,Other,0,0,0
2003233,2011,10,F,White,1,0,0
2003234,2010,10,F,White,1,0,0
2003235,2008,10,F,White,1,0,0
2003236,2010,6,M,White,0,0,0
2003237,2008,4,M,White,0,0,0
2003238,2012,7,M,Black,0,0,0
2003239,2015,12,F,White,0,0,0
2003240,2012,11,F,White,1,0,1
2003241,2010,10,M,White,1,0,0
2003242,2009,6,M,Black,0,0,0
2003243,2015,5,M,Black,0,0,0
2003244,2010,11,F,White,0,0,0
2003245,2008,7,F,White,0,0,0
2003246,2012,10,M,White,1,0,0
2003247,2013,5,M,Black,1,0,0
2003248,2009,7,F,Black,0,0,0
2003249,2010,10,F,White,0,1,1
2003250,2009,11,F,White,1,0,0
2003251,2014,3,F,Black,0,0,0
2003252,2012,6,X,Black,0,0,0
2003253,2013,5,F,White,1,0,0
2003254,2015,10,F,Hispanic,1,0,0
2003255,2012,10,M,White,0,1,0
2003256,2007,9,M,White,0,0,0
2003257,2015,10,M,Black,0,0,1
2003258,2015,6,F,White,1,0,0
2003259,2007,3,F,White,0,0,0
2003260,2010,8,M,Black,0,0,0
2003261,2010,3,M,Other,1,0,0
2003262,2009,9,M,White,1,0,0
2003263,2015,9,M,White,1,1,0
2003264,2013,8,M,White,1,0,0
2003265,2011,11,F,White,1,1,0
2003266,2015,4,M,Black,1,0,0
2003267,2013,7,X,Asian,1,0,0
2003268,2007,12,M,White,1,1,0
2003269,2012,5,F,White,1,0,0
2003270,2015,12,M,White,1,0,0
2003271,2008,3,F,Other,0,0,0
2003272,2007,3,M,White,0,0,0
2003273,2007,5,M,Hispanic,0,0,0
2003274,2007,12,F,Black,0,0,0
2003275,2015,9,F,Black,0,0,1
2003276,2015,8,F,Asian,1,1,1
2003277,2008,4,M,White,0,0,0
2003278,2008,4,M,Hispanic,0,1,0
2003279,2013,11,F,White,0,0,0
2003280,2008,11,F,White,0,1,0
2003281,2008,3,M,Hispanic,1,1,0
2003282,2007,7,F,Black,1,1,0
2003283,2013,8,X,Black,0,0,0
2003284,2009,10,F,Hispanic,1,0,0
2003285,2015,3,F,Black,1,0,1
2003286,2011,11,F,White,1,0,0
2003287,2013,8,M,Black,0,0,0
2003288,2012,8,M,White,0,0,0
2003289,2012,6,M,Black,1,0,0
2003290,2007,3,M,White,0,0,0
2003291,2014,12,M,Black,1,0,1
2003292,2013,11,F,Black,0,0,0
2003293,2014,11,M,Black,1,1,0
2003294,2015,9,M,Asian,1,0,0
2003295,2012,7,M,White,0,0,0
2003296,2008,12,M,Multi,0,0,0
2003297,2007,4,M,White,0,0,1
2003298,2010,5,M,White,0,0,0
2003299,2009,7,F,White,1,0,1
2003300,2008,10,M,White,1,0,1
2003301,2013,6,M,White,1,0,1
2003302,2009,11,M,Black,1,0,0
2003303,2008,6,F,White,1,0,0
2003304,2008,6,F,Multi,0,0,0
2003305,2009,6,F,Multi,1,0,0
2003306,2007,7,F,Hispanic,1,0,0
2003307,2015,11,M,Black,0,0,0
2003308,2015,6,F,White,0,0,0
2003309,2013,7,F,White,0,0,0
2003310,2010,3,F,White,0,0,0
2003311,2013,8,M,Hispanic,0,0,0
2003312,2011,5,F,White,0,0,0
2003313,2010,7,M,White,1,0,0
2003314,2014,6,M,White,1,0,0
2003315,2009,6,M,White,1,0,1
2003316,2008,4,F,Black,1,0,1
2003317,2009,7,F,White,1,0,0
2003318,2014,10,M,Black,0,0,0
2003319,2009,9,M,Black,0,1,0
2003320,2015,7,M,Black,0,0,0
2003321,2008,11,M,Asian,0,0,0
2003322,2014,8,M,White,1,0,0
2003323,2015,9,F,White,1,0,0
2003324,2007,5,F,White,0,0,0
2003325,2010,9,F,Black,1,0,0
2003326,2011,6,M,Asian,0,0,0
2003327,2015,4,F,Black,0,0,0
2003328,2010,10,M,White,1,0,1
2003329,2012,8,M,White,1,0,0
2003330,2008,7,M,White,0,0,1
2003331,2012,10,F,Asian,0,0,0
2003332,2012,8,F,Black,1,0,1
2003333,2013,10,F,White,0,0,0
2003334,2013,7,F,White,0,0,1
2003335,2008,12,M,White,1,1,0
2003336,2014,8,M,White,0,0,1
2003337,2007,7,F,White,0,0,1
2003338,2009,11,M,Black,0,0,0
2003339,2013,12,M,Asian,0,0,0
2003340,2013,5,M,Black,1,0,0
2003341,2010,5,F,White,0,0,1
2003342,2007,8,M,Black,1,0,0
2003343,2007,3,F,Black,0,1,1
2003344,2015,9,F,Black,0,0,0
2003345,2008,9,F,Hispanic,1,0,0
2003346,2015,3,F,Other,1,0,0
2003347,2009,5,F,White,1,0,1
2003348,2013,12,F,Hispanic,0,0,0
2003349,2013,4,X,White,0,1,0
2003350,2009,7,F,Hispanic,1,0,0
2003351,2013,9,F,Hispanic,0,0,0
2003352,2010,5,F,White,1,0,0
2003353,2011,6,F,White,1,0,0
2003354,2007,10,M,Hispanic,1,0,0
2003355,2012,7,F,Asian,1,1,0
2003356,2011,11,F,White,1,0,0
2003357,2011,3,F,White,1,0,0
2003358,2012,9,F,Hispanic,0,0,0
2003359,2007,6,F,White,0,0,1
2003360,2012,12,F,Hispanic,0,0,0
2003361,2014,7,M,Hispanic,0,0,0
2003362,2013,3,M,White,0,0,1
2003363,2013,11,M,Black,1,0,1
2003364,2015,8,F,White,1,0,1
2003365,2011,3,F,White,0,0,0
2003366,2011,10,M,White,0,0,0
2003367,2013,8,M,White,1,0,0
2003368,2011,12,M,Hispanic,1,0,0
2003369,2014,10,F,White,1,0,0
2003370,2008,9,F,Black,0,0,0
2003371,2013,5,F,White,1,0,0
2003372,2010,9,F,White,1,0,0
2003373,2008,4,M,White,1,0,0
2003374,2010,6,F,Hispanic,0,0,0
2003375,2013,7,M,Hispanic,0,0,0
2003376,2014,8,F,Black,1,0,0
2003377,2011,5,F,Black,1,0,0
2003378,2014,8,M,Asian,0,0,0
2003379,2010,6,F,White,0,0,1
2003380,2010,12,F,Asian,0,0,0
2003381,2012,12,F,White,1,0,0
2003382,2015,11,F,White,0,0,0
2003383,2009,5,F,White,0,0,0
2003384,2011,10,F,Black,0,0,1
2003385,2013,12,M,White,1,0,1
2003386,2007,12,M,Hispanic,1,0,0
2003387,2008,11,F,Hispanic,1,0,0
2003388,2013,3,F,White,1,0,0
2003389,2015,4,M,White,0,0,0
2003390,2015,10,M,Hispanic,1,0,0
2003391,2010,6,F,White,0,0,0
2003392,2015,7,F,White,1,0,0
2003393,2015,7,F,White,1,0,0
2003394,2013,10,F,Black,0,1,0
2003395,2009,10,M,White,1,0,0
2003396,2011,5,F,White,1,0,0
2003397,2011,10,M,Black,0,0,0
2003398,2009,7,X,Black,0,0,0
2003399,2008,8,M,White,0,1,0
2003400,2013,11,M,Hispanic,1,0,0
2003401,2014,5,F,Hispanic,0,0,0
2003402,2007,3,M,Black,0,1,0
2003403,2015,9,M,White,1,0,0
2003404,2015,5,M,Hispanic,1,0,0
2003405,2008,5,F,Black,0,0,0
2003406,2007,7,F,Black,0,0,0
2003407,2009,11,F,White,1,1,0
2003408,2015,11,F,White,1,0,0
2003409,2007,10,M,Other,0,0,0
2003410,2015,5,M,Black,1,0,0
2003411,2013,12,F,White,0,0,0
2003412,2007,11,M,White,0,0,0
2003413,2009,3,F,White,0,0,0
2003414,2009,5,M,White,0,0,0
2003415,2013,4,M,Black,1,0,1
2003416,2010,6,F,Multi,0,0,1
2003417,2012,9,M,Hispanic,0,0,1
2003418,2012,8,F,White,0,0,0
2003419,2011,4,M,Black,0,1,0
2003420,2015,9,F,Black,1,0,0
2003421,2014,8,F,Asian,0,0,0
2003422,2013,11,M,Black,0,0,1
2003423,2010,6,F,White,1,0,0
2003424,2014,11,F,Multi,1,0,0
2003425,2015,9,M,White,0,0,1
2003426,2009,5,M,White,0,0,0
2003427,2011,6,M,Hispanic,0,0,0
2003428,2011,10,M,White,0,0,1
2003429,2015,9,F,White,1,0,0
2003430,2013,9,M,White,0,0,0
2003431,2014,7,M,Black,0,0,0
2003432,2008,6,M,Black,0,0,0
2003433,2010,8,M,Hispanic,0,0,0
2003434,2012,10,F,Hispanic,1,0,0
2003435,2007,5,F,Black,0,0,0
2003436,2007,11,M,Multi,0,1,0
2003437,2010,4,M,White,0,0,0
2003438,2014,7,M,Black,1,0,0
2003439,2008,6,F,Multi,0,0,0
2003440,2010,12,M,Hispanic,0,0,1
2003441,2008,4,M,Asian,0,0,1
2003442,2014,4,F,Black,1,1,0
2003443,2007,9,M,Asian,0,0,0
2003444,2007,4,M,White,0,0,0
2003445,2015,12,F,White,1,0,0
2003446,2010,10,F,White,1,1,0
2003447,2007,11,F,Black,0,0,0
2003448,2013,6,M,Black,0,0,0
2003449,2008,10,M,Multi,0,0,1
2003450,2012,8,X,Black,0,0,1
2003451,2014,7,F,White,0,1,0
2003452,2012,7,F,Black,0,0,0
2003453,2013,3,M,White,0,0,0
2003454,2012,4,F,White,1,0,0
2003455,2014,4,F,Other,0,0,1
2003456,2014,10,F,Hispanic,1,1,0
2003457,2008,5,M,White,0,0,0
2003458,2008,10,F,White,0,0,0
2003459,2008,10,M,White,0,0,0
2003460,2007,4,F,White,0,0,0
2003461,2008,6,M,Hispanic,0,0,0
2003462,2007,5,F,White,1,0,0
2003463,2012,4,M,White,1,0,1
2003464,2011,11,M,White,0,0,0
2003465,2010,6,M,White,1,0,1
2003466,2009,12,F,Black,1,0,0
2003467,2009,11,F,White,1,0,1
2003468,2012,11,M,White,1,1,0
2003469,2010,10,F,White,1,1,0
2003470,2014,8,F,White,1,0,0
2003471,2007,7,F,White,1,1,1
