student_id,school_id
2011290,1075
2011291,1082
2011292,1045
2011293,1047
2011294,1051
2011295,1040
2011296,1037
2011297,1027
2011298,1056
2011299,1031
2011300,1056
2011301,1078
2011302,1029
2011303,1051
2011304,1015
2011305,1088
2011306,1070
2011307,1012
2011308,1036
2011309,1004
2011310,1083
2011311,1040
2011312,1064
2011313,1086
2011314,1020
2011315,1035
2011316,1026
2011317,1032
2011318,1077
2011319,1077
2011320,1028
2011321,1077
2011322,1060
2011323,1075
2011324,1080
2011325,1078
2011326,1012
2011327,1040
2011328,1029
2011329,1056
2011330,1049
2011331,1014
2011332,1015
2011333,1043
2011334,1040
2011335,1065
2011336,1069
2011337,1065
2011338,1024
2011339,1003
2011340,1084
2011341,1049
2011342,1060
2011343,1040
2011344,1081
2011345,1061
2011346,1014
2011347,1029
2011348,1072
2011349,1036
2011350,1012
2011351,1088
2011352,1088
2011353,1018
2011354,1059
2011355,1029
2011356,1061
2011357,1085
2011358,1014
2011359,1007
2011360,1014
2011361,1071
2011362,1014
2011363,1016
2011364,1001
2011365,1010
2011366,1016
2011367,1034
2011368,1052
2011369,1010
2011370,1090
2011371,1016
2011372,1086
2011373,1015
2011374,1025
2011375,1032
2011376,1003
2011377,1012
2011378,1005
2011379,1064
2011380,1089
2011381,1051
2011382,1008
2011383,1042
2011384,1021
2011385,1001
2011386,1012
2011387,1046
2011388,1008
2011389,1002
2011390,1051
2011391,1077
2011392,1056
2011393,1075
2011394,1046
2011395,1018
2011396,1024
2011397,1014
2011398,1087
2011399,1065
2011400,1001
2011401,1028
2011402,1001
2011403,1016
2011404,1007
2011405,1007
2011406,1024
2011407,1041
2011408,1072
2011409,1049
2011410,1029
2011411,1003
2011412,1050
2011413,1006
2011414,1087
2011415,1012
2011416,1028
2011417,1081
2011418,1069
2011419,1001
2011420,1009
2011421,1047
2011422,1059
2011423,1078
2011424,1017
2011425,1032
2011426,1017
2011427,1040
2011428,1058
2011429,1025
2011430,1045
2011431,1057
2011432,1071
2011433,1027
2011434,1060
2011435,1056
2011436,1086
2011437,1026
2011438,1005
2011439,1033
2011440,1024
2011441,1031
2011442,1046
2011443,1017
2011444,1020
2011445,1026
2011446,1065
2011447,1056
2011448,1046
2011449,1076
2011450,1007
2011451,1085
2011452,1071
2011453,1031
2011454,1080
2011455,1070
2011456,1043
2011457,1078
2011458,1028
2011459,1020
2011460,1056
2011461,1041
2011462,1078
2011463,1047
2011464,1025
2011465,1032
2011466,1026
2011467,1036
2011468,1047
2011469,1084
2011470,1059
2011471,1065
2011472,1005
2011473,1075
2011474,1014
2011475,1075
2011476,1005
2011477,1040
2011478,1005
2011479,1020
2011480,1081
2011481,1086
2011482,1042
2011483,1069
2011484,1037
2011485,1032
2011486,1045
2011487,1018
2011488,1083
2011489,1019
2011490,1002
2011491,1032
2011492,1052
2011493,1054
2011494,1002
2011495,1030
2011496,1078
2011497,1016
2011498,1049
2011499,1047
2011500,1078
2011501,1057
2011502,1015
2011503,1024
2011504,1057
2011505,1049
2011506,1024
2011507,1086
2011508,1010
2011509,1005
2011510,1026
2011511,1032
2011512,1066
2011513,1008
2011514,1090
2011515,1028
2011516,1037
2011517,1013
2011518,1016
2011519,1002
2011520,1060
2011521,1050
2011522,1044
2011523,1018
2011524,1077
2011525,1005
2011526,1060
2011527,1039
2011528,1049
2011529,1075
2011530,1090
2011531,1090
2011532,1062
2011533,1007
2011534,1034
2011535,1056
2011536,1024
2011537,1077
2011538,1002
2011539,1032
2011540,1025
2011541,1020
2011542,1006
2011543,1034
2011544,1034
2011545,1039
2011546,1032
2011547,1055
2011548,1067
2011549,1026
2011550,1008
2011551,1060
2011552,1029
2011553,1040
2011554,1009
2011555,1006
2011556,1075
2011557,1070
2011558,1087
2011559,1067
2011560,1036
2011561,1085
2011562,1064
2011563,1013
2011564,1078
2011565,1033
2011566,1057
2011567,1045
2011568,1033
2011569,1022
2011570,1015
2011571,1042
2011572,1002
2011573,1032
2011574,1067
2011575,1084
2011576,1040
2011577,1065
2011578,1002
2011579,1036
2011580,1090
2011581,1018
2011582,1087
2011583,1068
2011584,1069
2011585,1014
2011586,1040
2011587,1033
2011588,1051
2011589,1064
2011590,1060
2011591,1004
2011592,1046
2011593,1029
2011594,1077
2011595,1076
2011596,1051
2011597,1008
2011598,1070
2011599,1086
2011600,1049
2011601,1039
2011602,1032
2011603,1086
2011604,1025
2011605,1009
2011606,1041
2011607,1066
2011608,1026
2011609,1031
2011610,1055
2011611,1033
2011612,1078
2011613,1066
2011614,1039
2011615,1067
2011616,1087
2011617,1040
2011618,1080
2011619,1079
2011620,1067
2011621,1019
2011622,1078
2011623,1090
2011624,1086
2011625,1088
2011626,1026
2011627,1004
2011628,1074
2011629,1024
2011630,1064
2011631,1072
2011632,1060
2011633,1028
2011634,1037
2011635,1079
2011636,1040
2011637,1003
2011638,1086
2011639,1040
2011640,1071
2011641,1040
2011642,1014
2011643,1024
2011644,1067
2011645,1076
2011646,1078
2011647,1057
2011648,1069
2011649,1037
2011650,1024
2011651,1011
2011652,1067
2011653,1011
2011654,1012
2011655,1052
2011656,1003
2011657,1015
2011658,1033
2011659,1088
2011660,1082
2011661,1077
2011662,1080
2011663,1051
2011664,1012
2011665,1062
2011666,1005
2011667,1028
2011668,1012
2011669,1024
2011670,1075
2011671,1066
2011672,1078
2011673,1081
2011674,1005
2011675,1016
2011676,1072
2011677,1002
2011678,1013
2011679,1018
2011680,1027
2011681,1090
2011682,1032
2011683,1062
2011684,1086
2011685,1014
2011686,1078
2011687,1004
2011688,1004
2011689,1083
2011690,1067
2011691,1046
2011692,1028
2011693,1072
2011694,1016
2011695,1045
2011696,1060
2011697,1027
2011698,1083
2011699,1072
2011700,1026
2011701,1053
2011702,1047
2011703,1037
2011704,1051
2011705,1007
2011706,1006
2011707,1008
2011708,1008
2011709,1014
2011710,1012
2011711,1012
2011712,1043
2011713,1032
2011714,1037
2011715,1043
2011716,1006
2011717,1086
2011718,1075
2011719,1086
2011720,1066
2011721,1061
2011722,1056
2011723,1077
2011724,1070
2011725,1085
2011726,1073
2011727,1078
2011728,1005
2011729,1037
2011730,1086
2011731,1042
2011732,1003
2011733,1027
2011734,1066
2011735,1078
2011736,1028
2011737,1001
2011738,1022
2011739,1047
2011740,1071
2011741,1048
2011742,1034
2011743,1081
2011744,1042
2011745,1011
2011746,1073
2011747,1075
2011748,1075
2011749,1011
2011750,1039
2011751,1057
2011752,1086
2011753,1047
2011754,1040
2011755,1025
2011756,1018
2011757,1002
2011758,1040
2011759,1060
2011760,1055
2011761,1086
2011762,1062
2011763,1084
2011764,1062
2011765,1040
2011766,1017
2011767,1020
2011768,1032
2011769,1069
2011770,1044
2011771,1035
2011772,1024
2011773,1022
2011774,1064
2011775,1029
2011776,1072
2011777,1077
2011778,1055
2011779,1026
2011780,1080
2011781,1077
2011782,1040
2011783,1075
2011784,1078
2011785,1081
2011786,1058
2011787,1067
2011788,1041
2011789,1038
2011790,1003
2011791,1040
2011792,1078
2011793,1064
2011794,1053
2011795,1040
2011796,1037
2011797,1024
2011798,1060
2011799,1036
2011800,1069
2011801,1043
2011802,1030
2011803,1005
2011804,1076
2011805,1077
2011806,1067
2011807,1031
2011808,1026
2011809,1003
2011810,1048
2011811,1010
2011812,1088
2011813,1001
2011814,1013
2011815,1090
2011816,1024
2011817,1051
2011818,1012
2011819,1090
2011820,1038
2011821,1049
2011822,1072
2011823,1070
2011824,1015
2011825,1025
2011826,1063
2011827,1055
2011828,1007
2011829,1027
2011830,1016
2011831,1040
2011832,1026
2011833,1035
2011834,1090
2011835,1055
2011836,1018
2011837,1046
2011838,1085
2011839,1031
2011840,1029
2011841,1060
2011842,1037
2011843,1069
2011844,1014
2011845,1012
2011846,1013
2011847,1012
2011848,1015
2011849,1007
2011850,1017
2011851,1056
2011852,1061
2011853,1069
2011854,1075
2011855,1086
2011856,1075
2011857,1048
2011858,1008
2011859,1084
2011860,1077
2011861,1085
2011862,1017
2011863,1025
2011864,1002
2011865,1041
2011866,1023
2011867,1026
2011868,1061
2011869,1075
2011870,1012
2011871,1047
2011872,1038
2011873,1067
2011874,1086
2011875,1049
2011876,1056
2011877,1012
2011878,1016
2011879,1018
2011880,1015
2011881,1004
2011882,1043
2011883,1046
2011884,1067
2011885,1067
2011886,1033
2011887,1028
2011888,1078
2011889,1011
2011890,1036
2011891,1057
2011892,1055
2011893,1014
2011894,1069
2011895,1069
2011896,1028
2011897,1060
2011898,1027
2011899,1003
2011900,1069
2011901,1032
2011902,1088
2011903,1046
2011904,1040
2011905,1012
2011906,1015
2011907,1045
2011908,1078
2011909,1051
2011910,1070
2011911,1036
2011912,1072
2011913,1028
2011914,1056
2011915,1052
2011916,1060
2011917,1057
2011918,1031
2011919,1067
2011920,1001
2011921,1077
2011922,1014
2011923,1078
2011924,1037
2011925,1080
2011926,1060
2011927,1037
2011928,1056
2011929,1089
2011930,1054
2011931,1086
2011932,1090
2011933,1084
2011934,1024
2011935,1017
2011936,1013
2011937,1059
2011938,1015
2011939,1075
2011940,1045
2011941,1033
2011942,1016
2011943,1056
2011944,1078
2011945,1038
2011946,1029
2011947,1090
2011948,1077
2011949,1034
2011950,1024
2011951,1044
2011952,1010
2011953,1055
2011954,1089
2011955,1053
2011956,1075
2011957,1030
2011958,1044
2011959,1050
2011960,1090
2011961,1048
2011962,1005
2011963,1033
2011964,1038
2011965,1044
2011966,1084
2011967,1069
2011968,1088
2011969,1057
2011970,1071
2011971,1063
2011972,1067
2011973,1025
2011974,1012
2011975,1047
2011976,1033
2011977,1078
2011978,1042
2011979,1037
2011980,1079
2011981,1073
2011982,1069
2011983,1051
2011984,1081
2011985,1042
2011986,1062
2011987,1075
2011988,1040
2011989,1028
2011990,1043
2011991,1034
2011992,1072
2011993,1081
2011994,1056
2011995,1065
2011996,1019
2011997,1071
2011998,1060
2011999,1076
2012000,1022
2012001,1037
2012002,1031
2012003,1038
2012004,1079
2012005,1061
2012006,1069
2012007,1039
2012008,1069
2012009,1054
2012010,1005
2012011,1060
2012012,1003
2012013,1066
2012014,1089
2012015,1059
2012016,1028
2012017,1086
2012018,1080
2012019,1056
2012020,1023
2012021,1061
2012022,1062
2012023,1085
2012024,1090
2012025,1072
2012026,1016
2012027,1037
2012028,1053
2012029,1032
2012030,1086
2012031,1090
2012032,1015
2012033,1037
2012034,1072
2012035,1080
2012036,1007
2012037,1037
2012038,1082
2012039,1057
2012040,1009
2012041,1037
2012042,1058
2012043,1046
2012044,1024
2012045,1073
2012046,1059
2012047,1041
2012048,1038
2012049,1079
2012050,1028
2012051,1083
2012052,1019
2012053,1057
2012054,1072
2012055,1038
2012056,1005
2012057,1020
2012058,1028
2012059,1009
2012060,1061
2012061,1080
2012062,1029
2012063,1060
2012064,1055
2012065,1065
2012066,1075
2012067,1090
2012068,1006
2012069,1039
2012070,1008
2012071,1004
2012072,1083
2012073,1080
2012074,1083
2012075,1064
2012076,1069
2012077,1060
2012078,1073
2012079,1042
2012080,1038
2012081,1030
2012082,1011
2012083,1039
2012084,1065
2012085,1078
2012086,1026
2012087,1062
2012088,1049
2012089,1079
2012090,1037
2012091,1004
2012092,1035
2012093,1005
2012094,1060
2012095,1031
2012096,1003
2012097,1041
2012098,1088
2012099,1007
2012100,1006
2012101,1016
2012102,1056
2012103,1032
2012104,1073
2012105,1004
2012106,1019
2012107,1019
2012108,1032
2012109,1002
2012110,1073
2012111,1045
2012112,1025
2012113,1006
2012114,1008
2012115,1050
2012116,1033
2012117,1033
2012118,1030
2012119,1027
2012120,1032
2012121,1028
2012122,1044
2012123,1020
2012124,1015
2012125,1074
2012126,1032
2012127,1040
2012128,1018
2012129,1032
2012130,1016
2012131,1075
2012132,1042
2012133,1061
2012134,1050
2012135,1085
2012136,1075
2012137,1008
2012138,1042
2012139,1080
2012140,1086
2012141,1014
2012142,1017
2012143,1085
2012144,1032
2012145,1078
2012146,1035
2012147,1003
2012148,1022
2012149,1004
2012150,1060
2012151,1086
2012152,1080
2012153,1042
2012154,1069
2012155,1026
2012156,1047
2012157,1056
2012158,1031
2012159,1033
2012160,1014
2012161,1074
2012162,1078
2012163,1039
2012164,1011
2012165,1035
2012166,1037
2012167,1047
2012168,1055
2012169,1042
2012170,1031
2012171,1028
2012172,1020
2012173,1044
2012174,1032
2012175,1046
2012176,1075
2012177,1078
2012178,1084
2012179,1020
2012180,1033
2012181,1090
2012182,1026
2012183,1078
2012184,1085
2012185,1084
2012186,1012
2012187,1019
2012188,1051
2012189,1069
2012190,1007
2012191,1087
2012192,1037
2012193,1060
2012194,1068
2012195,1024
2012196,1061
2012197,1023
2012198,1056
2012199,1014
2012200,1009
2012201,1020
2012202,1005
2012203,1072
2012204,1085
2012205,1008
2012206,1040
2012207,1028
2012208,1038
2012209,1090
2012210,1060
2012211,1075
2012212,1028
2012213,1049
2012214,1041
2012215,1090
2012216,1057
2012217,1076
2012218,1047
2012219,1048
2012220,1048
2012221,1045
2012222,1028
2012223,1013
2012224,1028
2012225,1014
2012226,1011
2012227,1066
2012228,1058
2012229,1090
2012230,1065
2012231,1086
2012232,1072
2012233,1065
2012234,1049
2012235,1089
2012236,1001
2012237,1086
2012238,1028
2012239,1065
2012240,1050
2012241,1018
2012242,1067
2012243,1026
2012244,1005
2012245,1011
2012246,1061
2012247,1028
2012248,1034
2012249,1077
2012250,1042
2012251,1060
2012252,1086
2012253,1029
2012254,1082
2012255,1050
2012256,1001
2012257,1015
2012258,1047
2012259,1064
2012260,1027
2012261,1031
2012262,1075
2012263,1013
2012264,1062
2012265,1029
2012266,1077
2012267,1064
2012268,1012
2012269,1002
2012270,1065
2012271,1069
2012272,1088
2012273,1075
2012274,1010
2012275,1014
2012276,1024
2012277,1067
2012278,1033
2012279,1027
2012280,1061
2012281,1026
2012282,1080
2012283,1072
2012284,1050
2012285,1022
2012286,1060
2012287,1033
2012288,1001
2012289,1007
2012290,1028
2012291,1040
2012292,1031
2012293,1018
2012294,1055
2012295,1053
2012296,1047
2012297,1028
2012298,1057
2012299,1037
2012300,1067
2012301,1077
2012302,1082
2012303,1054
2012304,1037
2012305,1088
2012306,1037
2012307,1001
2012308,1007
2012309,1022
2012310,1056
2012311,1086
2012312,1007
2012313,1080
2012314,1035
2012315,1056
2012316,1033
2012317,1005
2012318,1059
2012319,1032
2012320,1005
2012321,1014
2012322,1015
2012323,1051
2012324,1081
2012325,1085
2012326,1020
2012327,1047
2012328,1070
2012329,1039
2012330,1072
2012331,1005
2012332,1086
2012333,1031
2012334,1024
2012335,1018
2012336,1037
2012337,1086
2012338,1080
2012339,1022
2012340,1011
2012341,1060
2012342,1042
2012343,1005
2012344,1002
2012345,1023
2012346,1059
2012347,1008
2012348,1081
2012349,1044
2012350,1035
2012351,1052
2012352,1090
2012353,1031
2012354,1071
2012355,1066
2012356,1033
2012357,1031
2012358,1024
2012359,1090
2012360,1083
2012361,1018
2012362,1024
2012363,1060
2012364,1012
2012365,1037
2012366,1007
2012367,1047
2012368,1032
2012369,1028
2012370,1042
2012371,1085
2012372,1006
2012373,1013
2012374,1046
2012375,1089
2012376,1063
2012377,1050
2012378,1032
2012379,1036
2012380,1038
2012381,1047
2012382,1005
2012383,1044
2012384,1046
2012385,1059
2012386,1070
2012387,1013
2012388,1051
2012389,1050
2012390,1032
2012391,1017
2012392,1018
2012393,1066
2012394,1022
2012395,1019
2012396,1063
2012397,1045
2012398,1075
2012399,1005
2012400,1078
2012401,1042
2012402,1082
2012403,1090
2012404,1067
2012405,1033
2012406,1021
2012407,1059
2012408,1073
2012409,1061
2012410,1015
2012411,1012
2012412,1028
2012413,1010
2012414,1079
2012415,1024
2012416,1028
2012417,1087
2012418,1033
2012419,1004
2012420,1004
2012421,1075
2012422,1088
2012423,1008
2012424,1049
2012425,1054
2012426,1079
2012427,1033
2012428,1013
2012429,1050
2012430,1044
2012431,1044
2012432,1078
2012433,1071
2012434,1090
2012435,1036
2012436,1060
2012437,1090
2012438,1018
2012439,1037
2012440,1079
2012441,1050
2012442,1024
2012443,1082
2012444,1060
2012445,1014
2012446,1041
2012447,1040
2012448,1069
2012449,1046
2012450,1075
2012451,1011
2012452,1088
2012453,1025
2012454,1016
2012455,1016
2012456,1008
2012457,1033
2012458,1016
2012459,1078
2012460,1049
2012461,1038
2012462,1072
2012463,1061
2012464,1077
2012465,1069
2012466,1072
2012467,1074
2012468,1040
2012469,1001
2012470,1071
2012471,1005
2012472,1031
2012473,1078
2012474,1063
2012475,1069
2012476,1086
2012477,1089
2012478,1017
2012479,1064
2012480,1005
2012481,1011
2012482,1025
2012483,1078
2012484,1069
2012485,1086
2012486,1005
2012487,1059
2012488,1053
2012489,1087
2012490,1014
2012491,1051
2012492,1026
2012493,1033
2012494,1007
2012495,1064
2012496,1049
2012497,1072
2012498,1033
2012499,1051
2012500,1049
2012501,1078
2012502,1069
2012503,1033
2012504,1045
2012505,1087
2012506,1046
2012507,1033
2012508,1024
2012509,1053
2012510,1056
2012511,1078
2012512,1013
2012513,1037
2012514,1090
2012515,1008
2012516,1057
2012517,1075
2012518,1072
2012519,1063
2012520,1089
2012521,1005
2012522,1072
2012523,1020
2012524,1034
2012525,1058
2012526,1012
2012527,1085
2012528,1058
2012529,1081
2012530,1015
2012531,1079
2012532,1086
2012533,1061
2012534,1006
2012535,1008
2012536,1024
2012537,1045
2012538,1037
2012539,1086
2012540,1060
2012541,1017
2012542,1008
2012543,1032
2012544,1067
2012545,1029
2012546,1061
2012547,1031
2012548,1052
2012549,1007
2012550,1057
2012551,1042
2012552,1004
2012553,1079
2012554,1026
2012555,1009
2012556,1001
2012557,1014
2012558,1011
2012559,1056
2012560,1033
2012561,1069
2012562,1027
2012563,1037
2012564,1073
2012565,1086
2012566,1078
2012567,1005
2012568,1067
2012569,1056
2012570,1040
2012571,1059
2012572,1012
2012573,1051
2012574,1067
2012575,1030
2012576,1043
2012577,1063
2012578,1078
2012579,1071
2012580,1080
2012581,1055
2012582,1015
2012583,1056
2012584,1064
2012585,1040
2012586,1065
2012587,1087
2012588,1065
2012589,1056
2012590,1027
2012591,1025
2012592,1032
2012593,1017
2012594,1066
2012595,1075
2012596,1090
2012597,1053
2012598,1075
2012599,1080
2012600,1032
2012601,1052
2012602,1019
2012603,1059
2012604,1079
2012605,1072
2012606,1077
2012607,1009
2012608,1037
2012609,1040
2012610,1012
2012611,1009
2012612,1087
2012613,1069
2012614,1090
2012615,1029
2012616,1061
2012617,1007
2012618,1037
2012619,1073
2012620,1060
2012621,1001
2012622,1056
2012623,1052
2012624,1012
2012625,1070
2012626,1077
2012627,1055
2012628,1086
2012629,1062
2012630,1042
2012631,1013
2012632,1089
2012633,1041
2012634,1017
2012635,1021
2012636,1075
2012637,1007
2012638,1047
2012639,1039
2012640,1037
2012641,1050
2012642,1036
2012643,1057
2012644,1040
2012645,1012
2012646,1024
2012647,1051
2012648,1057
2012649,1001
2012650,1075
2012651,1005
2012652,1064
2012653,1042
2012654,1080
2012655,1086
2012656,1074
2012657,1049
2012658,1060
2012659,1031
2012660,1090
2012661,1078
2012662,1056
2012663,1076
2012664,1089
2012665,1038
2012666,1037
2012667,1043
2012668,1063
2012669,1086
2012670,1011
2012671,1029
2012672,1086
2012673,1032
2012674,1059
2012675,1058
2012676,1045
2012677,1066
2012678,1042
2012679,1083
2012680,1056
2012681,1028
2012682,1014
2012683,1042
2012684,1043
2012685,1026
2012686,1065
2012687,1078
2012688,1046
2012689,1065
2012690,1024
2012691,1079
2012692,1010
2012693,1022
2012694,1075
2012695,1040
2012696,1063
2012697,1049
2012698,1069
2012699,1087
2012700,1040
2012701,1087
2012702,1057
2012703,1041
2012704,1063
2012705,1022
2012706,1054
2012707,1085
2012708,1048
2012709,1019
2012710,1046
2012711,1060
2012712,1020
2012713,1075
2012714,1037
2012715,1021
2012716,1049
2012717,1075
2012718,1001
2012719,1024
2012720,1029
2012721,1005
2012722,1033
2012723,1090
2012724,1078
2012725,1071
2012726,1083
2012727,1078
2012728,1051
2012729,1031
2012730,1040
2012731,1057
2012732,1010
2012733,1013
2012734,1024
2012735,1009
2012736,1075
2012737,1053
2012738,1075
2012739,1027
2012740,1001
2012741,1032
2012742,1047
2012743,1006
2012744,1029
2012745,1038
2012746,1033
2012747,1015
2012748,1026
2012749,1062
2012750,1087
2012751,1007
2012752,1075
2012753,1033
2012754,1028
2012755,1043
2012756,1078
2012757,1024
2012758,1078
2012759,1031
2012760,1001
2012761,1037
2012762,1017
2012763,1005
2012764,1001
2012765,1032
2012766,1070
2012767,1090
2012768,1047
2012769,1084
2012770,1075
2012771,1069
2012772,1062
2012773,1072
2012774,1054
2012775,1086
2012776,1002
2012777,1081
2012778,1028
2012779,1014
2012780,1052
2012781,1031
2012782,1031
2012783,1056
2012784,1014
2012785,1066
2012786,1086
2012787,1071
2012788,1029
2012789,1004
2012790,1086
2012791,1032
2012792,1038
2012793,1035
2012794,1056
2012795,1027
2012796,1012
2012797,1071
2012798,1002
2012799,1012
2012800,1067
2012801,1042
2012802,1020
2012803,1037
2012804,1047
2012805,1054
2012806,1013
2012807,1035
2012808,1047
2012809,1069
2012810,1046
2012811,1058
2012812,1004
2012813,1066
2012814,1087
2012815,1013
2012816,1032
2012817,1067
2012818,1068
2012819,1052
2012820,1024
2012821,1077
2012822,1028
2012823,1005
2012824,1019
2012825,1064
2012826,1014
2012827,1088
2012828,1081
2012829,1020
2012830,1037
2012831,1047
2012832,1037
2012833,1046
2012834,1046
2012835,1088
2012836,1056
2012837,1067
2012838,1049
2012839,1016
2012840,1007
2012841,1069
2012842,1056
2012843,1072
2012844,1059
2012845,1070
2012846,1073
2012847,1005
2012848,1003
2012849,1077
2012850,1056
2012851,1040
2012852,1005
2012853,1054
2012854,1049
2012855,1001
2012856,1018
2012857,1059
2012858,1029
2012859,1079
2012860,1014
2012861,1060
2012862,1008
2012863,1026
2012864,1086
2012865,1014
2012866,1028
2012867,1042
2012868,1004
2012869,1090
2012870,1007
2012871,1008
2012872,1031
2012873,1063
2012874,1049
2012875,1040
2012876,1071
2012877,1075
2012878,1086
2012879,1085
2012880,1018
2012881,1011
2012882,1040
2012883,1001
2012884,1025
2012885,1064
2012886,1047
2012887,1039
2012888,1018
2012889,1016
2012890,1033
2012891,1071
2012892,1087
2012893,1075
2012894,1072
2012895,1086
2012896,1001
2012897,1068
2012898,1060
2012899,1033
2012900,1051
2012901,1031
2012902,1028
2012903,1019
2012904,1035
2012905,1086
2012906,1003
2012907,1035
2012908,1056
2012909,1015
2012910,1089
2012911,1020
2012912,1063
2012913,1003
2012914,1032
2012915,1062
2012916,1021
2012917,1009
2012918,1007
2012919,1083
2012920,1040
2012921,1056
2012922,1065
2012923,1012
2012924,1021
2012925,1082
2012926,1007
2012927,1025
2012928,1051
2012929,1020
2012930,1024
2012931,1031
2012932,1032
2012933,1028
2012934,1075
2012935,1051
2012936,1001
2012937,1005
2012938,1014
2012939,1017
2012940,1069
2012941,1012
2012942,1055
2012943,1077
2012944,1014
2012945,1079
2012946,1037
2012947,1051
2012948,1075
2012949,1045
2012950,1024
2012951,1065
2012952,1083
2012953,1032
2012954,1007
2012955,1042
2012956,1042
2012957,1088
2012958,1064
2012959,1088
2012960,1086
2012961,1003
2012962,1049
2012963,1078
2012964,1090
2012965,1054
2012966,1037
2012967,1078
2012968,1032
2012969,1031
2012970,1039
2012971,1059
2012972,1054
2012973,1030
2012974,1014
2012975,1002
2012976,1075
2012977,1011
2012978,1039
2012979,1067
2012980,1021
2012981,1072
2012982,1016
2012983,1033
2012984,1058
2012985,1090
2012986,1024
2012987,1005
2012988,1058
2012989,1018
2012990,1047
2012991,1036
2012992,1012
2012993,1051
2012994,1065
2012995,1034
2012996,1047
2012997,1005
2012998,1005
2012999,1006
2013000,1010
2013001,1026
2013002,1029
2013003,1063
2013004,1083
2013005,1018
2013006,1082
2013007,1030
2013008,1012
2013009,1012
2013010,1040
2013011,1058
2013012,1072
2013013,1002
2013014,1083
2013015,1028
2013016,1033
2013017,1083
2013018,1069
2013019,1040
2013020,1003
2013021,1077
2013022,1063
2013023,1014
2013024,1033
2013025,1069
2013026,1039
2013027,1033
2013028,1065
2013029,1028
2013030,1019
2013031,1076
2013032,1016
2013033,1049
2013034,1042
2013035,1011
2013036,1065
2013037,1005
2013038,1033
2013039,1043
2013040,1040
2013041,1018
2013042,1075
2013043,1019
2013044,1037
2013045,1031
2013046,1071
2013047,1067
2013048,1006
2013049,1044
2013050,1037
2013051,1072
2013052,1021
2013053,1005
2013054,1018
2013055,1024
2013056,1024
2013057,1072
2013058,1022
2013059,1085
2013060,1074
2013061,1044
2013062,1012
2013063,1007
2013064,1060
2013065,1005
2013066,1016
2013067,1037
2013068,1080
2013069,1075
2013070,1031
2013071,1077
2013072,1077
2013073,1058
2013074,1065
2013075,1073
2013076,1090
2013077,1074
2013078,1032
2013079,1067
2013080,1014
2013081,1087
2013082,1079
2013083,1014
2013084,1090
2013085,1066
2013086,1048
2013087,1035
2013088,1064
2013089,1013
2013090,1072
2013091,1018
2013092,1088
2013093,1040
2013094,1029
2013095,1031
2013096,1078
2013097,1062
2013098,1011
2013099,1061
2013100,1072
2013101,1086
2013102,1054
2013103,1024
2013104,1047
2013105,1012
2013106,1067
2013107,1001
2013108,1040
2013109,1024
2013110,1031
2013111,1078
2013112,1007
2013113,1044
2013114,1065
2013115,1012
2013116,1053
2013117,1053
2013118,1020
2013119,1005
2013120,1072
2013121,1042
2013122,1011
2013123,1012
2013124,1040
2013125,1050
2013126,1085
2013127,1075
2013128,1024
2013129,1029
2013130,1042
2013131,1072
2013132,1056
2013133,1085
2013134,1005
2013135,1064
2013136,1083
2013137,1090
2013138,1012
2013139,1033
2013140,1024
2013141,1027
2013142,1066
2013143,1019
2013144,1042
2013145,1067
2013146,1003
2013147,1072
2013148,1037
2013149,1020
2013150,1017
2013151,1079
2013152,1068
2013153,1066
2013154,1051
2013155,1034
2013156,1067
2013157,1047
2013158,1086
2013159,1059
2013160,1062
2013161,1021
2013162,1003
2013163,1029
2013164,1028
2013165,1069
2013166,1038
2013167,1088
2013168,1075
2013169,1041
2013170,1031
2013171,1007
2013172,1040
2013173,1024
2013174,1014
2013175,1040
2013176,1078
2013177,1011
2013178,1072
2013179,1054
2013180,1060
2013181,1016
2013182,1030
2013183,1067
2013184,1047
2013185,1015
2013186,1037
2013187,1078
2013188,1057
2013189,1079
2013190,1052
2013191,1062
2013192,1066
2013193,1067
2013194,1031
2013195,1057
2013196,1027
2013197,1005
2013198,1054
2013199,1078
2013200,1037
2013201,1034
2013202,1040
2013203,1060
2013204,1086
2013205,1018
2013206,1069
2013207,1062
2013208,1024
2013209,1026
2013210,1004
2013211,1045
2013212,1033
2013213,1031
2013214,1056
2013215,1052
2013216,1034
2013217,1032
2013218,1054
2013219,1012
2013220,1033
2013221,1075
2013222,1067
2013223,1024
2013224,1072
2013225,1004
2013226,1063
2013227,1073
2013228,1066
2013229,1012
2013230,1022
2013231,1013
2013232,1043
2013233,1018
2013234,1011
2013235,1031
2013236,1065
2013237,1024
2013238,1032
2013239,1073
2013240,1010
2013241,1078
2013242,1048
2013243,1019
2013244,1060
2013245,1028
2013246,1041
2013247,1041
2013248,1044
2013249,1034
2013250,1078
2013251,1005
2013252,1021
2013253,1024
2013254,1049
2013255,1071
2013256,1060
2013257,1004
2013258,1047
2013259,1008
2013260,1040
2013261,1072
2013262,1016
2013263,1075
2013264,1019
2013265,1039
2013266,1048
2013267,1057
2013268,1078
2013269,1017
2013270,1051
2013271,1060
2013272,1076
2013273,1084
2013274,1008
2013275,1090
2013276,1038
2013277,1014
2013278,1089
2013279,1024
2013280,1038
2013281,1017
2013282,1066
2013283,1020
2013284,1031
2013285,1016
2013286,1087
2013287,1029
