school_id,educator_id,school_year,fte,subject_area
1024,3000710,2025,1.0,science
1022,3000711,2025,1.0,counseling
1081,3000712,2025,1.0,ela
1077,3000713,2025,0.98,counseling
1043,3000713,2025,0.020000000000000018,math
1063,3000714,2025,1.0,ela
1083,3000715,2025,1.0,admin
1054,3000716,2025,1.0,ela
1002,3000717,2025,1.0,counseling
1057,3000718,2025,1.0,sped
1052,3000719,2025,1.0,sped
1007,3000720,2025,1.0,social_studies
1053,3000721,2025,1.0,social_studies
1017,3000722,2025,1.0,social_studies
1038,3000723,2025,1.0,social_studies
1038,3000724,2025,0.65,social_studies
1050,3000724,2025,0.35,admin
1033,3000725,2025,1.0,admin
1037,3000726,2025,0.45,math
1082,3000726,2025,0.55,sped
1059,3000727,2025,1.0,social_studies
1039,3000728,2025,1.0,ela
1089,3000729,2025,0.78,social_studies
1071,3000729,2025,0.21999999999999997,sped
1042,3000730,2025,1.0,sped
1056,3000731,2025,1.0,admin
1072,3000732,2025,1.0,counseling
1083,3000733,2025,1.0,sped
1029,3000734,2025,1.0,ela
1078,3000735,2025,1.0,ela
1020,3000736,2025,1.0,math
1073,3000737,2025,1.0,sped
1044,3000738,2025,1.0,math
1055,3000739,2025,0.95,counseling
1071,3000739,2025,0.050000000000000044,math
1081,3000740,2025,1.0,science
1060,3000741,2025,1.0,science
1062,3000742,2025,1.0,sped
1073,3000743,2025,1.0,ela
1021,3000744,2025,1.0,math
1010,3000745,2025,1.0,social_studies
1060,3000746,2025,1.0,admin
1024,3000747,2025,1.0,ela
1020,3000748,2025,1.0,counseling
1015,3000749,2025,1.0,social_studies
1073,3000750,2025,1.0,math
1036,3000751,2025,0.39,sped
1064,3000751,2025,0.61,ela
1018,3000752,2025,1.0,science
1053,3000753,2025,0.39,math
1013,3000753,2025,0.61,math
1037,3000754,2025,1.0,ela
1016,3000755,2025,0.7,science
1007,3000755,2025,0.30000000000000004,admin
1006,3000756,2025,1.0,social_studies
1085,3000757,2025,1.0,ela
1043,3000758,2025,1.0,social_studies
1049,3000759,2025,0.33,math
1048,3000759,2025,0.6699999999999999,math
1049,3000760,2025,1.0,science
1004,3000761,2025,1.0,science
1056,3000762,2025,1.0,social_studies
1066,3000763,2025,1.0,counseling
1088,3000764,2025,1.0,science
1052,3000765,2025,1.0,science
1073,3000766,2025,1.0,ela
1002,3000767,2025,1.0,social_studies
1016,3000768,2025,1.0,counseling
1084,3000769,2025,1.0,counseling
1009,3000770,2025,1.0,counseling
1003,3000771,2025,1.0,science
1045,3000772,2025,1.0,counseling
1083,3000773,2025,1.0,math
1059,3000774,2025,1.0,social_studies
1011,3000775,2025,1.0,admin
1043,3000776,2025,1.0,social_studies
1037,3000777,2025,1.0,science
1067,3000778,2025,1.0,math
1089,3000779,2025,1.0,ela
1076,3000780,2025,1.0,sped
1025,3000781,2025,1.0,counseling
1085,3000782,2025,1.0,math
1089,3000783,2025,1.0,counseling
1004,3000784,2025,1.0,ela
1056,3000785,2025,1.0,science
1014,3000786,2025,1.0,math
1004,3000787,2025,1.0,counseling
1009,3000788,2025,1.0,ela
1026,3000789,2025,1.0,counseling
1051,3000790,2025,0.47,math
1086,3000790,2025,0.53,sped
1033,3000791,2025,1.0,counseling
1033,3000792,2025,1.0,math
1059,3000793,2025,1.0,math
1082,3000794,2025,1.0,math
1063,3000795,2025,1.0,social_studies
1072,3000796,2025,0.45,social_studies
1064,3000796,2025,0.55,admin
1072,3000797,2025,1.0,ela
1021,3000798,2025,1.0,social_studies
1006,3000799,2025,1.0,math
1003,3000800,2025,1.0,math
1079,3000801,2025,1.0,sped
1057,3000802,2025,1.0,ela
1063,3000803,2025,1.0,ela
1023,3000804,2025,1.0,ela
1020,3000805,2025,1.0,ela
1063,3000806,2025,1.0,science
1075,3000807,2025,1.0,sped
1071,3000808,2025,1.0,math
1055,3000809,2025,1.0,admin
1042,3000810,2025,1.0,social_studies
1047,3000811,2025,1.0,math
1023,3000812,2025,1.0,admin
1014,3000813,2025,0.47,admin
1036,3000813,2025,0.53,sped
1035,3000814,2025,1.0,admin
1033,3000815,2025,1.0,sped
1011,3000816,2025,1.0,sped
1056,3000817,2025,1.0,sped
1006,3000818,2025,1.0,math
1026,3000819,2025,0.79,sped
1044,3000819,2025,0.20999999999999996,math
1019,3000820,2025,1.0,math
1074,3000821,2025,1.0,counseling
1055,3000822,2025,1.0,counseling
1048,3000823,2025,1.0,science
1002,3000824,2025,1.0,sped
1052,3000825,2025,1.0,math
1026,3000826,2025,1.0,social_studies
1078,3000827,2025,1.0,science
1037,3000828,2025,1.0,admin
1067,3000829,2025,0.79,counseling
1029,3000829,2025,0.20999999999999996,counseling
1032,3000830,2025,1.0,admin
1089,3000831,2025,1.0,math
1005,3000832,2025,1.0,sped
1009,3000833,2025,1.0,ela
1083,3000834,2025,1.0,sped
1002,3000835,2025,1.0,counseling
1019,3000836,2025,1.0,counseling
1046,3000837,2025,1.0,sped
1087,3000838,2025,1.0,math
1082,3000839,2025,1.0,social_studies
1023,3000840,2025,1.0,math
1039,3000841,2025,1.0,counseling
1031,3000842,2025,1.0,science
1087,3000843,2025,1.0,counseling
1088,3000844,2025,1.0,science
1025,3000845,2025,0.92,ela
1005,3000845,2025,0.07999999999999996,math
1042,3000846,2025,1.0,counseling
1038,3000847,2025,1.0,admin
1058,3000848,2025,1.0,social_studies
1002,3000849,2025,1.0,social_studies
1016,3000850,2025,1.0,science
1024,3000851,2025,1.0,science
1015,3000852,2025,1.0,admin
1006,3000853,2025,1.0,science
1081,3000854,2025,0.85,science
1056,3000854,2025,0.15000000000000002,social_studies
1007,3000855,2025,0.42,science
1032,3000855,2025,0.5800000000000001,social_studies
1065,3000856,2025,1.0,science
1067,3000857,2025,1.0,counseling
1037,3000858,2025,1.0,admin
1087,3000859,2025,1.0,ela
1054,3000860,2025,1.0,sped
1081,3000861,2025,1.0,sped
1009,3000862,2025,0.39,science
1044,3000862,2025,0.61,math
1071,3000863,2025,0.71,counseling
1019,3000863,2025,0.29000000000000004,admin
1070,3000864,2025,1.0,social_studies
1019,3000865,2025,1.0,science
1054,3000866,2025,0.6,sped
1056,3000866,2025,0.4,social_studies
1006,3000867,2025,1.0,admin
1074,3000868,2025,1.0,science
1046,3000869,2025,1.0,counseling
1053,3000870,2025,1.0,ela
1084,3000871,2025,1.0,science
1066,3000872,2025,1.0,social_studies
1014,3000873,2025,1.0,science
1065,3000874,2025,1.0,counseling
1036,3000875,2025,1.0,science
1036,3000876,2025,1.0,math
1055,3000877,2025,1.0,counseling
1079,3000878,2025,1.0,science
1018,3000879,2025,1.0,ela
1045,3000880,2025,1.0,admin
1027,3000881,2025,1.0,sped
1019,3000882,2025,1.0,science
1069,3000883,2025,0.32,math
1063,3000883,2025,0.6799999999999999,ela
1040,3000884,2025,1.0,sped
1080,3000885,2025,0.45,sped
1033,3000885,2025,0.55,admin
1024,3000886,2025,1.0,ela
1057,3000887,2025,1.0,ela
1015,3000888,2025,1.0,sped
1075,3000889,2025,1.0,science
1010,3000890,2025,1.0,counseling
1015,3000891,2025,1.0,science
1045,3000892,2025,1.0,counseling
1067,3000893,2025,1.0,sped
1083,3000894,2025,1.0,social_studies
1035,3000895,2025,0.62,ela
1007,3000895,2025,0.38,sped
1064,3000896,2025,1.0,math
1062,3000897,2025,1.0,science
1043,3000898,2025,1.0,social_studies
1035,3000899,2025,1.0,sped
1069,3000900,2025,1.0,admin
1033,3000901,2025,0.44,social_studies
1037,3000901,2025,0.56,counseling
1059,3000902,2025,1.0,counseling
1062,3000903,2025,1.0,sped
1001,3000904,2025,1.0,sped
1069,3000905,2025,1.0,math
1052,3000906,2025,1.0,admin
1020,3000907,2025,1.0,admin
1085,3000908,2025,1.0,sped
1006,3000909,2025,1.0,math
1074,3000910,2025,1.0,sped
1011,3000911,2025,1.0,counseling
1048,3000912,2025,1.0,math
1066,3000913,2025,1.0,counseling
1068,3000914,2025,1.0,counseling
1037,3000915,2025,1.0,math
1051,3000916,2025,1.0,sped
1021,3000917,2025,1.0,math
1060,3000918,2025,1.0,ela
1072,3000919,2025,1.0,sped
1074,3000920,2025,1.0,admin
1085,3000921,2025,1.0,science
1001,3000922,2025,1.0,science
1039,3000923,2025,1.0,counseling
1047,3000924,2025,1.0,ela
1057,3000925,2025,1.0,ela
1004,3000926,2025,1.0,admin
1005,3000927,2025,1.0,admin
1040,3000928,2025,1.0,admin
1080,3000929,2025,1.0,social_studies
1004,3000930,2025,1.0,admin
1007,3000931,2025,1.0,math
1068,3000932,2025,1.0,science
1066,3000933,2025,1.0,social_studies
1005,3000934,2025,1.0,social_studies
1004,3000935,2025,1.0,counseling
1003,3000936,2025,1.0,ela
1086,3000937,2025,1.0,math
1024,3000938,2025,1.0,social_studies
1031,3000939,2025,1.0,ela
1056,3000940,2025,1.0,admin
1034,3000941,2025,1.0,counseling
1058,3000942,2025,1.0,social_studies
1081,3000943,2025,1.0,science
1068,3000944,2025,0.73,ela
1078,3000944,2025,0.27,counseling
1081,3000945,2025,0.53,counseling
1034,3000945,2025,0.47,admin
1053,3000946,2025,1.0,admin
1037,3000947,2025,1.0,social_studies
1056,3000948,2025,0.75,counseling
1044,3000948,2025,0.25,social_studies
1061,3000949,2025,1.0,admin
1058,3000950,2025,1.0,math
1040,3000951,2025,1.0,counseling
1004,3000952,2025,1.0,admin
1016,3000953,2025,1.0,sped
1042,3000954,2025,1.0,admin
1068,3000955,2025,1.0,math
1050,3000956,2025,1.0,admin
1041,3000957,2025,1.0,counseling
1071,3000958,2025,1.0,admin
1008,3000959,2025,1.0,admin
1058,3000960,2025,1.0,admin
1076,3000961,2025,1.0,science
1041,3000962,2025,1.0,ela
1051,3000963,2025,1.0,science
1042,3000964,2025,1.0,admin
1009,3000965,2025,1.0,social_studies
1072,3000966,2025,1.0,counseling
1036,3000967,2025,1.0,ela
1042,3000968,2025,1.0,counseling
1029,3000969,2025,1.0,science
1047,3000970,2025,1.0,ela
1023,3000971,2025,1.0,social_studies
1032,3000972,2025,0.82,math
1074,3000972,2025,0.18000000000000005,counseling
1047,3000973,2025,1.0,science
1024,3000974,2025,1.0,counseling
1083,3000975,2025,1.0,admin
1069,3000976,2025,1.0,sped
1080,3000977,2025,1.0,science
1077,3000978,2025,0.5,science
1068,3000978,2025,0.5,science
1038,3000979,2025,1.0,counseling
1051,3000980,2025,1.0,sped
1003,3000981,2025,1.0,ela
1037,3000982,2025,1.0,sped
1040,3000983,2025,1.0,counseling
1033,3000984,2025,1.0,math
1045,3000985,2025,1.0,science
1011,3000986,2025,1.0,counseling
1005,3000987,2025,1.0,social_studies
1089,3000988,2025,1.0,science
1017,3000989,2025,1.0,counseling
1062,3000990,2025,1.0,sped
1013,3000991,2025,1.0,math
1017,3000992,2025,1.0,science
1022,3000993,2025,1.0,admin
1051,3000994,2025,1.0,ela
1015,3000995,2025,1.0,social_studies
1082,3000996,2025,1.0,sped
1054,3000997,2025,1.0,sped
1025,3000998,2025,1.0,ela
1029,3000999,2025,1.0,ela
1027,3001000,2025,1.0,math
1044,3001001,2025,1.0,science
1054,3001002,2025,0.75,counseling
1082,3001002,2025,0.25,math
1086,3001003,2025,1.0,science
1056,3001004,2025,1.0,ela
1025,3001005,2025,1.0,counseling
1015,3001006,2025,1.0,admin
1002,3001007,2025,1.0,sped
1041,3001008,2025,1.0,ela
1015,3001009,2025,1.0,counseling
1057,3001010,2025,1.0,science
1024,3001011,2025,0.36,social_studies
1046,3001011,2025,0.64,math
1075,3001012,2025,1.0,social_studies
1067,3001013,2025,1.0,sped
1041,3001014,2025,1.0,admin
1068,3001015,2025,1.0,admin
1071,3001016,2025,1.0,sped
1088,3001017,2025,0.33,math
1060,3001017,2025,0.6699999999999999,social_studies
1077,3001018,2025,1.0,ela
1003,3001019,2025,1.0,social_studies
1083,3001020,2025,1.0,sped
1043,3001021,2025,1.0,science
1086,3001022,2025,1.0,science
1022,3001023,2025,0.48,admin
1034,3001023,2025,0.52,sped
1089,3001024,2025,1.0,math
1010,3001025,2025,1.0,sped
1023,3001026,2025,1.0,counseling
1078,3001027,2025,1.0,ela
1014,3001028,2025,1.0,admin
1067,3001029,2025,1.0,admin
1005,3001030,2025,1.0,ela
1044,3001031,2025,1.0,sped
1051,3001032,2025,1.0,ela
1068,3001033,2025,1.0,science
1029,3001034,2025,0.44,math
1008,3001034,2025,0.56,ela
1016,3001035,2025,1.0,sped
1053,3001036,2025,1.0,counseling
1009,3001037,2025,1.0,counseling
1049,3001038,2025,1.0,science
1066,3001039,2025,0.33,social_studies
1038,3001039,2025,0.6699999999999999,math
1013,3001040,2025,1.0,counseling
1047,3001041,2025,1.0,math
1022,3001042,2025,1.0,sped
1022,3001043,2025,1.0,counseling
1077,3001044,2025,1.0,science
1019,3001045,2025,1.0,ela
1004,3001046,2025,0.64,sped
1081,3001046,2025,0.36,math
1076,3001047,2025,1.0,admin
1083,3001048,2025,0.9,math
1018,3001048,2025,0.09999999999999998,sped
1027,3001049,2025,1.0,science
1047,3001050,2025,1.0,sped
1051,3001051,2025,1.0,science
1021,3001052,2025,1.0,sped
1080,3001053,2025,1.0,admin
1059,3001054,2025,1.0,ela
1059,3001055,2025,1.0,ela
1086,3001056,2025,1.0,sped
1087,3001057,2025,1.0,social_studies
1051,3001058,2025,1.0,science
1042,3001059,2025,1.0,sped
1061,3001060,2025,1.0,math
1057,3001061,2025,1.0,math
1089,3001062,2025,1.0,counseling
1076,3001063,2025,1.0,math
1064,3001064,2025,1.0,social_studies
1038,3001065,2025,1.0,sped
1043,3001066,2025,1.0,sped
1039,3001067,2025,1.0,math
1081,3001068,2025,1.0,science
1007,3001069,2025,1.0,social_studies
1052,3001070,2025,1.0,math
1023,3001071,2025,1.0,social_studies
1047,3001072,2025,1.0,admin
1009,3001073,2025,1.0,math
1043,3001074,2025,1.0,admin
1057,3001075,2025,1.0,sped
1066,3001076,2025,1.0,counseling
1003,3001077,2025,1.0,social_studies
1075,3001078,2025,1.0,counseling
1087,3001079,2025,1.0,ela
1057,3001080,2025,1.0,ela
1058,3001081,2025,1.0,ela
1036,3001082,2025,1.0,counseling
1036,3001083,2025,1.0,admin
1044,3001084,2025,1.0,math
1078,3001085,2025,1.0,ela
1054,3001086,2025,0.45,social_studies
1025,3001086,2025,0.55,counseling
1040,3001087,2025,1.0,ela
1087,3001088,2025,1.0,counseling
1086,3001089,2025,0.75,social_studies
1072,3001089,2025,0.25,science
1050,3001090,2025,1.0,admin
1011,3001091,2025,1.0,math
1032,3001092,2025,1.0,sped
1086,3001093,2025,1.0,math
1016,3001094,2025,0.53,admin
1087,3001094,2025,0.47,counseling
1049,3001095,2025,1.0,sped
1001,3001096,2025,1.0,math
1060,3001097,2025,1.0,admin
1001,3001098,2025,1.0,math
1049,3001099,2025,1.0,sped
1016,3001100,2025,1.0,counseling
1082,3001101,2025,1.0,science
1063,3001102,2025,1.0,sped
1086,3001103,2025,1.0,social_studies
1047,3001104,2025,1.0,admin
1027,3001105,2025,1.0,social_studies
1035,3001106,2025,1.0,social_studies
1080,3001107,2025,1.0,math
1028,3001108,2025,1.0,sped
1024,3001109,2025,1.0,admin
1002,3001110,2025,1.0,social_studies
1033,3001111,2025,1.0,math
1027,3001112,2025,1.0,sped
1055,3001113,2025,1.0,ela
1027,3001114,2025,1.0,math
1064,3001115,2025,1.0,math
1003,3001116,2025,0.79,sped
1046,3001116,2025,0.20999999999999996,science
1046,3001117,2025,1.0,ela
1086,3001118,2025,1.0,sped
1017,3001119,2025,1.0,admin
1083,3001120,2025,1.0,sped
1005,3001121,2025,1.0,social_studies
1061,3001122,2025,0.46,science
1006,3001122,2025,0.54,counseling
1068,3001123,2025,0.52,counseling
1072,3001123,2025,0.48,science
1037,3001124,2025,1.0,sped
1036,3001125,2025,1.0,math
1080,3001126,2025,0.71,admin
1039,3001126,2025,0.29000000000000004,social_studies
1034,3001127,2025,1.0,math
1047,3001128,2025,1.0,social_studies
1016,3001129,2025,1.0,ela
1068,3001130,2025,1.0,science
1087,3001131,2025,1.0,counseling
1084,3001132,2025,1.0,science
1003,3001133,2025,1.0,ela
1034,3001134,2025,1.0,counseling
1086,3001135,2025,1.0,math
1069,3001136,2025,1.0,sped
1011,3001137,2025,0.51,counseling
1042,3001137,2025,0.49,admin
1047,3001138,2025,1.0,admin
1077,3001139,2025,1.0,math
1088,3001140,2025,1.0,sped
1001,3001141,2025,1.0,science
1023,3001142,2025,1.0,math
1017,3001143,2025,1.0,ela
1017,3001144,2025,1.0,ela
1053,3001145,2025,1.0,admin
1040,3001146,2025,1.0,social_studies
1064,3001147,2025,1.0,sped
1049,3001148,2025,1.0,science
1064,3001149,2025,1.0,counseling
1088,3001150,2025,1.0,counseling
1032,3001151,2025,0.62,sped
1045,3001151,2025,0.38,social_studies
1011,3001152,2025,1.0,science
1076,3001153,2025,0.78,ela
1003,3001153,2025,0.21999999999999997,social_studies
1072,3001154,2025,1.0,ela
1090,3001155,2025,1.0,admin
1005,3001156,2025,1.0,science
1058,3001157,2025,1.0,math
1036,3001158,2025,1.0,ela
1037,3001159,2025,1.0,counseling
1036,3001160,2025,1.0,social_studies
1029,3001161,2025,1.0,sped
1063,3001162,2025,1.0,math
1035,3001163,2025,1.0,math
1010,3001164,2025,1.0,ela
1002,3001165,2025,1.0,science
1006,3001166,2025,1.0,ela
1023,3001167,2025,1.0,admin
1068,3001168,2025,1.0,sped
1070,3001169,2025,1.0,sped
1053,3001170,2025,1.0,social_studies
1023,3001171,2025,1.0,science
1070,3001172,2025,1.0,sped
1032,3001173,2025,1.0,ela
1024,3001174,2025,1.0,social_studies
1046,3001175,2025,1.0,social_studies
1084,3001176,2025,1.0,sped
1030,3001177,2025,1.0,science
1007,3001178,2025,1.0,ela
1023,3001179,2025,0.47,ela
1049,3001179,2025,0.53,science
1079,3001180,2025,1.0,math
1024,3001181,2025,1.0,sped
1090,3001182,2025,1.0,social_studies
1044,3001183,2025,0.66,sped
1021,3001183,2025,0.33999999999999997,social_studies
1016,3001184,2025,0.87,social_studies
1030,3001184,2025,0.13,sped
1082,3001185,2025,1.0,social_studies
1031,3001186,2025,1.0,math
1038,3001187,2025,1.0,social_studies
1065,3001188,2025,0.77,ela
1008,3001188,2025,0.22999999999999998,admin
1028,3001189,2025,1.0,math
1068,3001190,2025,1.0,social_studies
1021,3001191,2025,1.0,social_studies
1054,3001192,2025,1.0,ela
1008,3001193,2025,0.6,counseling
1065,3001193,2025,0.4,math
1027,3001194,2025,1.0,admin
1053,3001195,2025,1.0,social_studies
1077,3001196,2025,1.0,sped
1077,3001197,2025,1.0,sped
1053,3001198,2025,0.62,social_studies
1050,3001198,2025,0.38,ela
1023,3001199,2025,1.0,ela
1061,3001200,2025,1.0,counseling
1069,3001201,2025,1.0,counseling
1029,3001202,2025,0.94,math
1007,3001202,2025,0.06000000000000005,sped
1029,3001203,2025,1.0,math
1058,3001204,2025,1.0,social_studies
1082,3001205,2025,1.0,social_studies
1002,3001206,2025,1.0,math
1079,3001207,2025,1.0,admin
1049,3001208,2025,1.0,sped
1090,3001209,2025,1.0,admin
1065,3001210,2025,1.0,counseling
1059,3001211,2025,1.0,counseling
1001,3001212,2025,1.0,science
1028,3001213,2025,0.58,admin
1005,3001213,2025,0.42000000000000004,counseling
1030,3001214,2025,1.0,counseling
1078,3001215,2025,1.0,ela
1079,3001216,2025,1.0,science
1065,3001217,2025,1.0,ela
1057,3001218,2025,1.0,counseling
1056,3001219,2025,1.0,sped
1027,3001220,2025,1.0,sped
1023,3001221,2025,1.0,science
1081,3001222,2025,1.0,sped
1063,3001223,2025,1.0,math
1028,3001224,2025,1.0,ela
1028,3001225,2025,1.0,math
1085,3001226,2025,1.0,ela
1065,3001227,2025,1.0,social_studies
1068,3001228,2025,1.0,ela
1047,3001229,2025,1.0,sped
1079,3001230,2025,1.0,science
1018,3001231,2025,1.0,ela
1069,3001232,2025,1.0,counseling
1028,3001233,2025,1.0,math
1063,3001234,2025,0.4,science
1069,3001234,2025,0.6,social_studies
1049,3001235,2025,1.0,counseling
1080,3001236,2025,1.0,sped
1089,3001237,2025,1.0,counseling
1024,3001238,2025,1.0,science
1075,3001239,2025,1.0,ela
1065,3001240,2025,1.0,sped
1006,3001241,2025,1.0,ela
1067,3001242,2025,1.0,admin
1066,3001243,2025,1.0,sped
1019,3001244,2025,1.0,sped
1055,3001245,2025,1.0,ela
1056,3001246,2025,1.0,math
1050,3001247,2025,1.0,sped
1090,3001248,2025,1.0,admin
1040,3001249,2025,1.0,social_studies
1007,3001250,2025,1.0,ela
1067,3001251,2025,1.0,sped
1086,3001252,2025,1.0,social_studies
1038,3001253,2025,1.0,counseling
1041,3001254,2025,1.0,math
1006,3001255,2025,0.85,counseling
1089,3001255,2025,0.15000000000000002,admin
1089,3001256,2025,1.0,admin
1087,3001257,2025,1.0,ela
1033,3001258,2025,1.0,ela
1007,3001259,2025,0.97,science
1059,3001259,2025,0.030000000000000027,counseling
1086,3001260,2025,1.0,ela
1022,3001261,2025,1.0,sped
1013,3001262,2025,1.0,math
1031,3001263,2025,1.0,counseling
1073,3001264,2025,1.0,science
1008,3001265,2025,1.0,math
1047,3001266,2025,1.0,math
1012,3001267,2025,1.0,social_studies
1042,3001268,2025,1.0,sped
1009,3001269,2025,1.0,sped
1002,3001270,2025,0.63,science
1072,3001270,2025,0.37,sped
1021,3001271,2025,1.0,social_studies
1070,3001272,2025,1.0,social_studies
1031,3001273,2025,0.82,social_studies
1017,3001273,2025,0.18000000000000005,science
1075,3001274,2025,1.0,ela
1084,3001275,2025,1.0,counseling
1082,3001276,2025,1.0,science
1065,3001277,2025,1.0,sped
1019,3001278,2025,1.0,counseling
1014,3001279,2025,1.0,counseling
1008,3001280,2025,1.0,social_studies
1059,3001281,2025,1.0,sped
1083,3001282,2025,1.0,sped
1024,3001283,2025,0.75,ela
1086,3001283,2025,0.25,math
1068,3001284,2025,1.0,ela
1036,3001285,2025,1.0,science
1027,3001286,2025,0.55,counseling
1040,3001286,2025,0.44999999999999996,admin
1029,3001287,2025,1.0,social_studies
1047,3001288,2025,1.0,science
1016,3001289,2025,0.8,social_studies
1014,3001289,2025,0.19999999999999996,ela
1036,3001290,2025,1.0,counseling
1034,3001291,2025,1.0,counseling
1058,3001292,2025,1.0,science
1008,3001293,2025,1.0,counseling
1025,3001294,2025,1.0,admin
1056,3001295,2025,1.0,sped
1018,3001296,2025,0.83,sped
1054,3001296,2025,0.17000000000000004,math
1081,3001297,2025,1.0,social_studies
1010,3001298,2025,1.0,social_studies
1024,3001299,2025,1.0,admin
1078,3001300,2025,1.0,science
1059,3001301,2025,1.0,social_studies
1055,3001302,2025,1.0,sped
1013,3001303,2025,1.0,admin
1031,3001304,2025,1.0,counseling
1063,3001305,2025,1.0,sped
1078,3001306,2025,1.0,social_studies
1088,3001307,2025,1.0,counseling
1019,3001308,2025,0.71,math
1054,3001308,2025,0.29000000000000004,science
1056,3001309,2025,0.49,counseling
1074,3001309,2025,0.51,counseling
1025,3001310,2025,1.0,counseling
1005,3001311,2025,1.0,admin
1002,3001312,2025,1.0,sped
1030,3001313,2025,1.0,admin
1002,3001314,2025,1.0,sped
1004,3001315,2025,1.0,sped
1002,3001316,2025,1.0,sped
1048,3001317,2025,1.0,admin
1015,3001318,2025,1.0,science
1072,3001319,2025,1.0,math
1084,3001320,2025,1.0,ela
1027,3001321,2025,1.0,counseling
1033,3001322,2025,0.41,ela
1076,3001322,2025,0.5900000000000001,sped
1078,3001323,2025,0.45,social_studies
1003,3001323,2025,0.55,science
1075,3001324,2025,1.0,ela
1001,3001325,2025,1.0,science
1053,3001326,2025,1.0,counseling
1017,3001327,2025,1.0,sped
1085,3001328,2025,1.0,ela
1081,3001329,2025,1.0,admin
1057,3001330,2025,1.0,counseling
1029,3001331,2025,1.0,counseling
1066,3001332,2025,1.0,social_studies
1063,3001333,2025,1.0,sped
1002,3001334,2025,1.0,math
1011,3001335,2025,1.0,sped
1043,3001336,2025,1.0,math
1081,3001337,2025,1.0,ela
1026,3001338,2025,1.0,science
1050,3001339,2025,1.0,math
1070,3001340,2025,0.3,science
1038,3001340,2025,0.7,sped
1086,3001341,2025,1.0,social_studies
1017,3001342,2025,1.0,admin
1017,3001343,2025,1.0,social_studies
1036,3001344,2025,1.0,ela
1047,3001345,2025,1.0,math
1056,3001346,2025,0.99,ela
1081,3001346,2025,0.010000000000000009,science
1021,3001347,2025,1.0,ela
1011,3001348,2025,1.0,counseling
1023,3001349,2025,1.0,ela
1030,3001350,2025,0.41,ela
1039,3001350,2025,0.5900000000000001,social_studies
1029,3001351,2025,1.0,math
1069,3001352,2025,1.0,math
1058,3001353,2025,1.0,ela
1088,3001354,2025,1.0,science
1085,3001355,2025,1.0,social_studies
1006,3001356,2025,1.0,counseling
1012,3001357,2025,1.0,social_studies
1082,3001358,2025,1.0,counseling
1045,3001359,2025,1.0,math
1026,3001360,2025,1.0,admin
1044,3001361,2025,1.0,math
1052,3001362,2025,0.31,social_studies
1041,3001362,2025,0.69,ela
1088,3001363,2025,1.0,math
1075,3001364,2025,1.0,sped
1037,3001365,2025,1.0,counseling
1073,3001366,2025,1.0,social_studies
1023,3001367,2025,1.0,science
1078,3001368,2025,1.0,admin
1071,3001369,2025,1.0,science
1042,3001370,2025,1.0,admin
1047,3001371,2025,1.0,ela
1037,3001372,2025,1.0,ela
1034,3001373,2025,1.0,social_studies
1052,3001374,2025,1.0,ela
1002,3001375,2025,1.0,ela
1008,3001376,2025,1.0,social_studies
1077,3001377,2025,1.0,admin
1010,3001378,2025,1.0,admin
1017,3001379,2025,1.0,math
1039,3001380,2025,1.0,math
1077,3001381,2025,1.0,counseling
1087,3001382,2025,1.0,math
1015,3001383,2025,1.0,science
1088,3001384,2025,1.0,counseling
1090,3001385,2025,1.0,math
1003,3001386,2025,1.0,sped
1011,3001387,2025,1.0,admin
1044,3001388,2025,1.0,social_studies
1020,3001389,2025,1.0,ela
1049,3001390,2025,1.0,admin
1030,3001391,2025,1.0,counseling
1042,3001392,2025,1.0,math
1073,3001393,2025,1.0,counseling
1053,3001394,2025,1.0,admin
1084,3001395,2025,1.0,ela
1023,3001396,2025,1.0,math
1019,3001397,2025,1.0,social_studies
1067,3001398,2025,1.0,admin
1063,3001399,2025,1.0,sped
1063,3001400,2025,0.76,science
1044,3001400,2025,0.24,science
1026,3001401,2025,1.0,sped
1082,3001402,2025,1.0,math
1011,3001403,2025,1.0,social_studies
1028,3001404,2025,1.0,social_studies
1006,3001405,2025,1.0,math
1084,3001406,2025,1.0,science
1074,3001407,2025,1.0,counseling
1090,3001408,2025,1.0,ela
1008,3001409,2025,1.0,admin
1012,3001410,2025,1.0,math
1077,3001411,2025,1.0,ela
1067,3001412,2025,1.0,admin
1063,3001413,2025,1.0,ela
1048,3001414,2025,1.0,counseling
1070,3001415,2025,1.0,counseling
1010,3001416,2025,1.0,admin
1087,3001417,2025,0.39,ela
1011,3001417,2025,0.61,sped
1007,3001418,2025,0.5,ela
1071,3001418,2025,0.5,science
1051,3001419,2025,0.95,counseling
1077,3001419,2025,0.050000000000000044,ela
1034,3001420,2025,0.31,admin
1016,3001420,2025,0.69,admin
1080,3001421,2025,1.0,social_studies
1002,3001422,2025,1.0,math
1085,3001423,2025,1.0,admin
1050,3001424,2025,1.0,admin
1006,3001425,2025,1.0,math
1054,3001426,2025,1.0,science
1054,3001427,2025,1.0,admin
1053,3001428,2025,0.63,math
1013,3001428,2025,0.37,social_studies
1021,3001429,2025,1.0,sped
1081,3001430,2025,1.0,counseling
1076,3001431,2025,1.0,social_studies
1025,3001432,2025,1.0,math
1022,3001433,2025,1.0,sped
1052,3001434,2025,1.0,admin
1085,3001435,2025,1.0,ela
1076,3001436,2025,1.0,science
